Div,Round,Date,Time,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAW,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
sudan-2006,1,2006-02-24,,friday,Alamal Atbara,Al-Mawrada,1,0,1,H,W,L,,,,,,,
sudan-2006,1,2006-02-24,,friday,Al-Hilal Port Sudan,Al-Ahli Atbara,1,0,1,H,W,L,,,,,,,
sudan-2006,1,2006-02-24,,friday,Al-Ittihad Wad Madani,Al-Merrikh SC,0,1,1,A,L,W,,,,,,,
sudan-2006,1,2006-02-25,,saturday,Jazeerat Al-Feel,Hay Al-Arab,1,1,2,D,D,D,,,,,,,
sudan-2006,1,2006-02-27,,monday,Al-Hilal Omdurman,Al-Mirghani Kasala,4,0,4,H,W,L,,,,,,,
sudan-2006,1,2006-02-27,,monday,Al-Nil Al-Hasahesa,Khartoum 3,0,0,0,D,D,D,0,0,0,D,D,D,
sudan-2006,2,2006-03-02,,thursday,Al-Merrikh SC,Alamal Atbara,3,0,3,H,W,L,,,,,,,
sudan-2006,2,2006-03-03,,friday,Hay Al-Arab,Al-Ittihad Wad Madani,1,3,4,A,L,W,,,,,,,
sudan-2006,2,2006-03-03,,friday,Khartoum 3,Al-Hilal Port Sudan,2,2,4,D,D,D,,,,,,,
sudan-2006,2,2006-03-04,,saturday,Al-Mawrada,Al-Nil Al-Hasahesa,1,1,2,D,D,D,,,,,,,
sudan-2006,2,2006-03-06,,monday,Al-Mirghani Kasala,Al-Ahli Atbara,1,1,2,D,D,D,,,,,,,
sudan-2006,2,2006-03-09,,thursday,Jazeerat Al-Feel,Al-Hilal Omdurman,0,0,0,D,D,D,0,0,0,D,D,D,
sudan-2006,3,2006-03-10,,friday,Alamal Atbara,Al-Ahli Atbara,2,0,2,H,W,L,,,,,,,
sudan-2006,3,2006-03-10,,friday,Al-Merrikh SC,Hay Al-Arab,5,0,5,H,W,L,,,,,,,
