Div,Round,Date,Time,timestamp,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAR,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
hong kong-2006-2007,1,2006-09-02,,200609020000,saturday,Happy Valley,Xiangxue Sun Hei,1,1,2,D,D,D,,,,,,,
hong kong-2006-2007,1,2006-09-03,,200609030000,sunday,South China AA,Hong Kong FC,2,0,2,H,W,L,,,,,,,
hong kong-2006-2007,1,2006-09-09,,200609090000,saturday,Dongguan LANWA FC,Citizen,3,2,5,H,W,L,,,,,,,
hong kong-2006-2007,1,2006-09-10,,200609100000,sunday,Hong Kong Rangers FC,Tai Po FC,1,0,1,H,W,L,,,,,,,
hong kong-2006-2007,1,2006-09-10,,200609100000,sunday,Kitchee SC,Hong Kong 08,4,1,5,H,W,L,,,,,,,
hong kong-2006-2007,2,2006-09-16,,200609160000,saturday,Tai Po FC,Kitchee SC,1,6,7,A,L,W,,,,,,,
hong kong-2006-2007,2,2006-09-16,,200609160000,saturday,Xiangxue Sun Hei,Hong Kong Rangers FC,1,1,2,D,D,D,,,,,,,
hong kong-2006-2007,2,2006-09-16,,200609160000,saturday,Hong Kong FC,Happy Valley,1,4,5,A,L,W,,,,,,,
hong kong-2006-2007,2,2006-09-17,,200609170000,sunday,Hong Kong 08,Dongguan LANWA FC,1,3,4,A,L,W,,,,,,,
hong kong-2006-2007,2,2006-09-17,,200609170000,sunday,Citizen,South China AA,1,1,2,D,D,D,,,,,,,
hong kong-2006-2007,3,2006-09-22,,200609220000,friday,Dongguan LANWA FC,Tai Po FC,6,0,6,H,W,L,,,,,,,
hong kong-2006-2007,3,2006-09-23,,200609230000,saturday,Hong Kong Rangers FC,Happy Valley,1,1,2,D,D,D,,,,,,,
hong kong-2006-2007,3,2006-09-23,,200609230000,saturday,Kitchee SC,Xiangxue Sun Hei,2,0,2,H,W,L,,,,,,,
hong kong-2006-2007,3,2006-09-24,,200609240000,sunday,Citizen,Hong Kong FC,4,1,5,H,W,L,,,,,,,
hong kong-2006-2007,3,2006-09-24,,200609240000,sunday,South China AA,Hong Kong 08,3,1,4,H,W,L,,,,,,,
hong kong-2006-2007,4,2006-09-29,,200609290000,friday,Hong Kong FC,Hong Kong Rangers FC,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
