Div,Round,Date,Time,timestamp,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAR,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
serbia-2003-2004,1,2003-08-08,16:00,200308081600,friday,OFK Beograd,FK Zeleznik,1,0,1,H,W,L,,,,,,,
serbia-2003-2004,1,2003-08-08,16:30,200308081630,friday,FK Smederevo,Radnicki Obrenovac,2,0,2,H,W,L,,,,,,,
serbia-2003-2004,1,2003-08-09,16:30,200308091630,saturday,FK Obilić,FK KOM Podgorica,3,1,4,H,W,L,,,,,,,
serbia-2003-2004,1,2003-08-09,16:30,200308091630,saturday,FK Sutjeska,Buducnost Banatski Dvor,1,0,1,H,W,L,,,,,,,
serbia-2003-2004,1,2003-08-09,16:30,200308091630,saturday,Vojvodina,FK Zemun,0,0,0,D,D,D,0,0,0,D,D,D,
serbia-2003-2004,1,2003-08-09,16:30,200308091630,saturday,FK Napredak,Crvena Zvezda,2,1,3,H,W,L,,,,,,,
serbia-2003-2004,1,2003-08-09,16:30,200308091630,saturday,Hajduk Rodić,FK Zeta,2,1,3,H,W,L,,,,,,,
serbia-2003-2004,1,2003-08-09,19:00,200308091900,saturday,Partizan,Borac Čačak,6,1,7,H,W,L,,,,,,,
serbia-2003-2004,2,2003-08-23,16:00,200308231600,saturday,FK KOM Podgorica,FK Zeta,1,2,3,A,L,W,,,,,,,
serbia-2003-2004,2,2003-08-23,16:00,200308231600,saturday,Radnicki Obrenovac,FK Napredak,0,0,0,D,D,D,0,0,0,D,D,D,
serbia-2003-2004,2,2003-08-23,16:00,200308231600,saturday,FK Zemun,FK Smederevo,3,0,3,H,W,L,,,,,,,
serbia-2003-2004,2,2003-08-23,16:00,200308231600,saturday,Buducnost Banatski Dvor,Vojvodina,3,1,4,H,W,L,,,,,,,
serbia-2003-2004,2,2003-08-23,16:00,200308231600,saturday,FK Zeleznik,FK Sutjeska,3,0,3,H,W,L,,,,,,,
serbia-2003-2004,2,2003-08-23,16:00,200308231600,saturday,Borac Čačak,OFK Beograd,1,2,3,A,L,W,,,,,,,
serbia-2003-2004,2,2003-08-23,16:00,200308231600,saturday,FK Obilić,Partizan,2,1,3,H,W,L,,,,,,,
serbia-2003-2004,2,2003-08-23,18:30,200308231830,saturday,Crvena Zvezda,Hajduk Rodić,2,0,2,H,W,L,,,,,,,
serbia-2003-2004,3,2003-08-30,16:00,200308301600,saturday,OFK Beograd,FK Obilić,1,0,1,H,W,L,,,,,,,
serbia-2003-2004,3,2003-08-30,16:00,200308301600,saturday,FK Sutjeska,Borac Čačak,4,1,5,H,W,L,,,,,,,
serbia-2003-2004,3,2003-08-30,16:00,200308301600,saturday,Vojvodina,FK Zeleznik,0,3,3,A,L,W,,,,,,,
serbia-2003-2004,3,2003-08-30,16:00,200308301600,saturday,FK Napredak,FK Zemun,1,0,1,H,W,L,,,,,,,
serbia-2003-2004,3,2003-08-30,16:00,200308301600,saturday,Hajduk Rodić,Radnicki Obrenovac,1,1,2,D,D,D,,,,,,,
