Div,Round,Date,Time,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAW,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
saudi arabia-2006-2007,1,2006-09-05,,tuesday,Al Shabab,Al Faysali,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,1,2006-09-08,,friday,Al Nassr,Al Hazm,3,1,4,H,W,L,,,,,,,
saudi arabia-2006-2007,1,2006-09-09,,saturday,Al Ittihad,Al Tae,3,2,5,H,W,L,,,,,,,
saudi arabia-2006-2007,1,2006-09-11,,monday,Al Ahli SFC,Al Wahda,2,0,2,H,W,L,,,,,,,
saudi arabia-2006-2007,2,2006-09-12,,tuesday,Al Ettifaq,Al Nassr,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,1,2006-09-14,,thursday,Al Hilal,Al Khaleej,3,0,3,H,W,L,,,,,,,
saudi arabia-2006-2007,1,2006-09-17,,sunday,Al Qadisiya,Al Ettifaq,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,2,2006-09-20,,wednesday,Al Faysali,Al Tae,0,2,2,A,L,W,,,,,,,
saudi arabia-2006-2007,2,2006-09-20,,wednesday,Al Wahda,Al Hilal,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,2,2006-09-23,,saturday,Al Hazm,Al Ahli SFC,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,3,2006-09-26,,tuesday,Al Wahda,Al Khaleej,4,3,7,H,W,L,,,,,,,
saudi arabia-2006-2007,3,2006-09-26,,tuesday,Al Tae,Al Shabab,4,2,6,H,W,L,,,,,,,
saudi arabia-2006-2007,3,2006-09-28,,thursday,Al Qadisiya,Al Faysali,1,3,4,A,L,W,,,,,,,
saudi arabia-2006-2007,3,2006-09-28,,thursday,Al Nassr,Al Ittihad,1,3,4,A,L,W,,,,,,,
saudi arabia-2006-2007,3,2006-09-29,,friday,Al Hilal,Al Hazm,1,0,1,H,W,L,,,,,,,
saudi arabia-2006-2007,3,2006-09-29,,friday,Al Ahli SFC,Al Ettifaq,1,1,2,D,D,D,,,,,,,
saudi arabia-2006-2007,2,2006-10-01,,sunday,Al Khaleej,Al Shabab,0,1,1,A,L,W,,,,,,,
saudi arabia-2006-2007,4,2006-10-04,,wednesday,Al Ettifaq,Al Hilal,0,1,1,A,L,W,,,,,,,
saudi arabia-2006-2007,4,2006-10-04,,wednesday,Al Tae,Al Qadisiya,3,3,6,D,D,D,,,,,,,
saudi arabia-2006-2007,8,2006-10-04,,wednesday,Al Nassr,Al Ahli SFC,0,3,3,A,L,W,,,,,,,
saudi arabia-2006-2007,4,2006-10-05,,thursday,Al Shabab,Al Wahda,3,1,4,H,W,L,,,,,,,
saudi arabia-2006-2007,4,2006-10-06,,friday,Al Hazm,Al Khaleej,1,0,1,H,W,L,,,,,,,
