Div,Round,Date,Time,timestamp,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAR,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
libya-2006-2007,1,2006-09-14,,200609140000,thursday,Al Ittihad Tripolis,Al-Olympique,3,0,3,H,W,L,,,,,,,
libya-2006-2007,1,2006-09-15,,200609150000,friday,Al-Akhdar,Al Tahaddy SC,0,2,2,A,L,W,,,,,,,
libya-2006-2007,1,2006-09-15,,200609150000,friday,Rafik Sorman,Al Ahly Tripolis,0,3,3,A,L,W,,,,,,,
libya-2006-2007,1,2006-09-16,,200609160000,saturday,Khaleej Sart,Al Shaat Tripolis,1,3,4,A,L,W,,,,,,,
libya-2006-2007,1,2006-09-16,,200609160000,saturday,Al Ahly Benghazi,Al Soukour Tobruk,1,1,2,D,D,D,,,,,,,
libya-2006-2007,1,2006-09-17,,200609170000,sunday,Al Hilal,Al Nasr Benghazi,2,3,5,A,L,W,,,,,,,
libya-2006-2007,2,2006-09-20,,200609200000,wednesday,Al-Olympique,Al-Akhdar,1,1,2,D,D,D,,,,,,,
libya-2006-2007,2,2006-09-20,,200609200000,wednesday,Al Tahaddy SC,Al Shaat Tripolis,0,0,0,D,D,D,0,0,0,D,D,D,
libya-2006-2007,2,2006-09-21,,200609210000,thursday,Al Nasr Benghazi,Al Ahly Benghazi,1,1,2,D,D,D,,,,,,,
libya-2006-2007,2,2006-09-21,,200609210000,thursday,Al-Madina Tripoli,Khaleej Sart,0,0,0,D,D,D,0,0,0,D,D,D,
libya-2006-2007,2,2006-09-21,,200609210000,thursday,Al Ahly Tripolis,Al Hilal,2,0,2,H,W,L,,,,,,,
libya-2006-2007,2,2006-10-13,,200610130000,friday,Al Soukour Tobruk,Al Ittihad Tripolis,1,3,4,A,L,W,,,,,,,
libya-2006-2007,3,2006-11-02,,200611020000,thursday,Al Shaat Tripolis,Al-Olympique,1,2,3,A,L,W,,,,,,,
libya-2006-2007,3,2006-11-03,,200611030000,friday,Al Ahly Benghazi,Al Ahly Tripolis,1,0,1,H,W,L,,,,,,,
libya-2006-2007,3,2006-11-03,,200611030000,friday,Khaleej Sart,Al Tahaddy SC,1,3,4,A,L,W,,,,,,,
libya-2006-2007,3,2006-11-03,,200611030000,friday,Al-Akhdar,Al Soukour Tobruk,2,1,3,H,W,L,,,,,,,
libya-2006-2007,3,2006-11-03,,200611030000,friday,Al Ittihad Tripolis,Al Nasr Benghazi,3,0,3,H,W,L,,,,,,,
libya-2006-2007,3,2006-11-03,,200611030000,friday,Rafik Sorman,Al-Madina Tripoli,3,5,8,A,L,W,,,,,,,
libya-2006-2007,4,2006-11-07,,200611070000,tuesday,Al-Olympique,Al Tahaddy SC,1,0,1,H,W,L,,,,,,,
libya-2006-2007,4,2006-11-07,,200611070000,tuesday,Al Nasr Benghazi,Al-Akhdar,2,1,3,H,W,L,,,,,,,
libya-2006-2007,4,2006-11-07,,200611070000,tuesday,Rafik Sorman,Khaleej Sart,0,0,0,D,D,D,0,0,0,D,D,D,
libya-2006-2007,4,2006-11-08,,200611080000,wednesday,Al Ahly Tripolis,Al Ittihad Tripolis,0,2,2,A,L,W,,,,,,,
