Div,Round,Date,Time,timestamp,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAR,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
denmark-1991,1,1991-03-16,14:00,199103161400,saturday,Aarhus GF,Brøndby IF,1,2,3,A,L,W,,,,,,,
denmark-1991,1,1991-03-17,14:30,199103171430,sunday,Ikast FS,Lyngby BK,1,0,1,H,W,L,,,,,,,
denmark-1991,1,1991-03-17,14:30,199103171430,sunday,Aalborg BK,Vejle BK,1,1,2,D,D,D,,,,,,,
denmark-1991,1,1991-03-17,14:30,199103171430,sunday,B 1903 København,Silkeborg IF,1,1,2,D,D,D,,,,,,,
denmark-1991,1,1991-03-17,14:30,199103171430,sunday,BK Frem København,Odense BK,3,0,3,H,W,L,,,,,,,
denmark-1991,2,1991-03-24,14:30,199103241430,sunday,Silkeborg IF,Aalborg BK,1,1,2,D,D,D,,,,,,,
denmark-1991,2,1991-03-24,14:30,199103241430,sunday,Odense BK,Aarhus GF,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
denmark-1991,2,1991-03-24,14:30,199103241430,sunday,Lyngby BK,B 1903 København,4,1,5,H,W,L,,,,,,,
denmark-1991,2,1991-03-24,14:30,199103241430,sunday,Vejle BK,BK Frem København,1,2,3,A,L,W,,,,,,,
denmark-1991,2,1991-03-24,14:30,199103241430,sunday,Brøndby IF,Ikast FS,2,1,3,H,W,L,,,,,,,
denmark-1991,3,1991-04-01,14:30,199104011430,monday,Ikast FS,Aarhus GF,1,1,2,D,D,D,,,,,,,
denmark-1991,3,1991-04-01,14:30,199104011430,monday,BK Frem København,Silkeborg IF,2,2,4,D,D,D,,,,,,,
denmark-1991,3,1991-04-01,14:30,199104011430,monday,B 1903 København,Brøndby IF,0,1,1,A,L,W,,,,,,,
denmark-1991,3,1991-04-01,14:30,199104011430,monday,Vejle BK,Odense BK,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
denmark-1991,3,1991-04-01,14:30,199104011430,monday,Aalborg BK,Lyngby BK,1,2,3,A,L,W,,,,,,,
denmark-1991,4,1991-04-06,14:30,199104061430,saturday,Brøndby IF,Aalborg BK,2,2,4,D,D,D,,,,,,,
denmark-1991,4,1991-04-07,14:30,199104071430,sunday,Silkeborg IF,Vejle BK,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
denmark-1991,4,1991-04-07,14:30,199104071430,sunday,Aarhus GF,B 1903 København,2,1,3,H,W,L,,,,,,,
denmark-1991,4,1991-04-07,14:30,199104071430,sunday,Odense BK,Ikast FS,3,0,3,H,W,L,,,,,,,
denmark-1991,4,1991-04-07,14:30,199104071430,sunday,Lyngby BK,BK Frem København,1,1,2,D,D,D,,,,,,,
denmark-1991,5,1991-04-14,14:30,199104141430,sunday,Aalborg BK,Aarhus GF,4,1,5,H,W,L,,,,,,,
denmark-1991,5,1991-04-14,14:30,199104141430,sunday,Silkeborg IF,Odense BK,2,2,4,D,D,D,,,,,,,
denmark-1991,5,1991-04-14,14:30,199104141430,sunday,B 1903 København,Ikast FS,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
denmark-1991,5,1991-04-14,14:30,199104141430,sunday,Vejle BK,Lyngby BK,0,2,2,A,L,W,,,,,,,
denmark-1991,5,1991-04-14,14:30,199104141430,sunday,BK Frem København,Brøndby IF,1,1,2,D,D,D,,,,,,,
denmark-1991,6,1991-04-20,14:30,199104201430,saturday,Brøndby IF,Vejle BK,3,1,4,H,W,L,,,,,,,
denmark-1991,6,1991-04-21,14:30,199104211430,sunday,Odense BK,B 1903 København,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
denmark-1991,6,1991-04-21,14:30,199104211430,sunday,Ikast FS,Aalborg BK,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
denmark-1991,6,1991-04-21,14:30,199104211430,sunday,Aarhus GF,BK Frem København,2,1,3,H,W,L,,,,,,,
denmark-1991,6,1991-04-21,14:30,199104211430,sunday,Lyngby BK,Silkeborg IF,5,2,7,H,W,L,,,,,,,
denmark-1991,7,1991-04-28,14:30,199104281430,sunday,Vejle BK,Aarhus GF,1,1,2,D,D,D,,,,,,,
denmark-1991,7,1991-04-28,14:30,199104281430,sunday,Silkeborg IF,Brøndby IF,1,0,1,H,W,L,,,,,,,
denmark-1991,7,1991-04-28,14:30,199104281430,sunday,Aalborg BK,B 1903 København,4,1,5,H,W,L,,,,,,,
denmark-1991,7,1991-04-28,14:30,199104281430,sunday,BK Frem København,Ikast FS,1,0,1,H,W,L,,,,,,,
