Div,Round,Date,Time,timestamp,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAR,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
montenegro-2006-2007,1,2006-08-12,,200608120000,saturday,FK Mladost Podgorica,FK Berane,2,1,3,H,W,L,,,,,,,
montenegro-2006-2007,1,2006-08-12,,200608120000,saturday,FK Sutjeska,OFK Petrovac,1,1,2,D,D,D,,,,,,,
montenegro-2006-2007,1,2006-08-12,,200608120000,saturday,FK KOM Podgorica,FK Zeta,0,1,1,A,L,W,,,,,,,
montenegro-2006-2007,1,2006-08-12,,200608120000,saturday,Jedinstvo Bijelo Polje,FK Grbalj Radanovići,0,3,3,A,L,W,,,,,,,
montenegro-2006-2007,1,2006-08-12,,200608120000,saturday,FK Rudar Pljevlja,FK Budućnost Podgorica,0,2,2,A,L,W,,,,,,,
montenegro-2006-2007,1,2006-08-12,,200608120000,saturday,FK Mogren Budva,FK Dečić Tuzi,1,1,2,D,D,D,,,,,,,
montenegro-2006-2007,2,2006-08-19,,200608190000,saturday,FK Dečić Tuzi,FK Budućnost Podgorica,0,3,3,A,L,W,,,,,,,
montenegro-2006-2007,2,2006-08-19,,200608190000,saturday,FK Grbalj Radanovići,FK Rudar Pljevlja,3,0,3,H,W,L,,,,,,,
montenegro-2006-2007,2,2006-08-19,,200608190000,saturday,FK Zeta,Jedinstvo Bijelo Polje,4,2,6,H,W,L,,,,,,,
montenegro-2006-2007,2,2006-08-19,,200608190000,saturday,FK Mogren Budva,FK Mladost Podgorica,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
montenegro-2006-2007,2,2006-08-19,,200608190000,saturday,FK KOM Podgorica,OFK Petrovac,3,1,4,H,W,L,,,,,,,
montenegro-2006-2007,2,2006-08-20,,200608200000,sunday,FK Berane,FK Sutjeska,1,0,1,H,W,L,,,,,,,
montenegro-2006-2007,3,2006-08-26,,200608260000,saturday,FK Mladost Podgorica,FK Dečić Tuzi,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
montenegro-2006-2007,3,2006-08-26,,200608260000,saturday,FK Sutjeska,FK Mogren Budva,1,0,1,H,W,L,,,,,,,
montenegro-2006-2007,3,2006-08-26,,200608260000,saturday,FK KOM Podgorica,FK Berane,1,1,2,D,D,D,,,,,,,
