Div,Round,Date,Time,timestamp,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAR,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
nigeria-2007,1,2007-01-06,,200701060000,saturday,Kwara United,Niger Tornadoes,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,1,2007-01-07,,200701070000,sunday,Enugu Rangers,Adamawa United FC,3,0,3,H,W,L,,,,,,,
nigeria-2007,1,2007-01-07,,200701070000,sunday,Wikki Tourists,Ocean Boys,2,0,2,H,W,L,,,,,,,
nigeria-2007,1,2007-01-07,,200701070000,sunday,Prime FC,Kano Pillars,1,0,1,H,W,L,,,,,,,
nigeria-2007,1,2007-01-07,,200701070000,sunday,Kaduna United,Heartland FC,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,1,2007-01-07,,200701070000,sunday,Bendel Insurance,Akwa United,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,1,2007-01-07,,200701070000,sunday,Gombe United,Lobi Stars,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,1,2007-01-07,,200701070000,sunday,El-Kanemi Warriors,Zamfara United,1,0,1,H,W,L,,,,,,,
nigeria-2007,1,2007-01-07,,200701070000,sunday,Bayelsa United,Enyimba Aba,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,2,2007-01-13,,200701130000,saturday,Niger Tornadoes,Kaduna United,1,0,1,H,W,L,,,,,,,
nigeria-2007,2,2007-01-13,,200701130000,saturday,Akwa United,El-Kanemi Warriors,1,0,1,H,W,L,,,,,,,
nigeria-2007,2,2007-01-14,,200701140000,sunday,Kano Pillars,Kwara United,2,1,3,H,W,L,,,,,,,
nigeria-2007,2,2007-01-14,,200701140000,sunday,Adamawa United FC,Wikki Tourists,1,2,3,A,L,W,,,,,,,
nigeria-2007,2,2007-01-14,,200701140000,sunday,Ocean Boys,Prime FC,2,1,3,H,W,L,,,,,,,
nigeria-2007,2,2007-01-14,,200701140000,sunday,Heartland FC,Enugu Rangers,1,0,1,H,W,L,,,,,,,
nigeria-2007,2,2007-01-14,,200701140000,sunday,Enyimba Aba,Gombe United,2,0,2,H,W,L,,,,,,,
nigeria-2007,2,2007-01-14,,200701140000,sunday,Dolphins FC,Bayelsa United,1,1,2,D,D,D,,,,,,,
nigeria-2007,2,2007-01-14,,200701140000,sunday,Lobi Stars,Bendel Insurance,1,1,2,D,D,D,,,,,,,
nigeria-2007,3,2007-01-17,,200701170000,wednesday,Kaduna United,Kano Pillars,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,3,2007-01-17,,200701170000,wednesday,Heartland FC,Niger Tornadoes,1,0,1,H,W,L,,,,,,,
nigeria-2007,3,2007-01-17,,200701170000,wednesday,Kwara United,Ocean Boys,1,1,2,D,D,D,,,,,,,
nigeria-2007,3,2007-01-17,,200701170000,wednesday,Prime FC,Adamawa United FC,1,0,1,H,W,L,,,,,,,
nigeria-2007,3,2007-01-17,,200701170000,wednesday,Enugu Rangers,Wikki Tourists,2,0,2,H,W,L,,,,,,,
nigeria-2007,3,2007-01-17,,200701170000,wednesday,Gombe United,Bendel Insurance,2,0,2,H,W,L,,,,,,,
nigeria-2007,3,2007-01-17,,200701170000,wednesday,Bayelsa United,Zamfara United,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,3,2007-01-17,,200701170000,wednesday,El-Kanemi Warriors,Lobi Stars,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,3,2007-01-17,,200701170000,wednesday,Enyimba Aba,Dolphins FC,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,3,2007-01-17,,200701170000,wednesday,Nasarawa United FC,Akwa United,1,0,1,H,W,L,,,,,,,
nigeria-2007,4,2007-01-20,,200701200000,saturday,Wikki Tourists,Prime FC,3,0,3,H,W,L,,,,,,,
nigeria-2007,4,2007-01-20,,200701200000,saturday,Niger Tornadoes,Enugu Rangers,1,0,1,H,W,L,,,,,,,
nigeria-2007,4,2007-01-20,,200701200000,saturday,Kano Pillars,Heartland FC,1,1,2,D,D,D,,,,,,,
nigeria-2007,4,2007-01-20,,200701200000,saturday,Bendel Insurance,El-Kanemi Warriors,1,0,1,H,W,L,,,,,,,
nigeria-2007,4,2007-01-21,,200701210000,sunday,Adamawa United FC,Kwara United,1,0,1,H,W,L,,,,,,,
nigeria-2007,4,2007-01-21,,200701210000,sunday,Ocean Boys,Kaduna United,2,0,2,H,W,L,,,,,,,
nigeria-2007,4,2007-01-21,,200701210000,sunday,Akwa United,Bayelsa United,1,0,1,H,W,L,,,,,,,
nigeria-2007,4,2007-01-21,,200701210000,sunday,Zamfara United,Enyimba Aba,0,1,1,A,L,W,,,,,,,
nigeria-2007,4,2007-01-21,,200701210000,sunday,Dolphins FC,Gombe United,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,4,2007-01-21,,200701210000,sunday,Lobi Stars,Nasarawa United FC,1,0,1,H,W,L,,,,,,,
nigeria-2007,5,2007-01-27,,200701270000,saturday,Niger Tornadoes,Kano Pillars,1,0,1,H,W,L,,,,,,,
nigeria-2007,5,2007-01-27,,200701270000,saturday,Enugu Rangers,Prime FC,2,0,2,H,W,L,,,,,,,
nigeria-2007,5,2007-01-28,,200701280000,sunday,Kaduna United,Adamawa United FC,3,1,4,H,W,L,,,,,,,
nigeria-2007,5,2007-01-28,,200701280000,sunday,Dolphins FC,Zamfara United,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,5,2007-01-28,,200701280000,sunday,Enyimba Aba,Akwa United,3,0,3,H,W,L,,,,,,,
nigeria-2007,5,2007-01-28,,200701280000,sunday,Gombe United,El-Kanemi Warriors,1,0,1,H,W,L,,,,,,,
nigeria-2007,6,2007-01-31,,200701310000,wednesday,Kano Pillars,Enugu Rangers,1,0,1,H,W,L,,,,,,,
nigeria-2007,6,2007-01-31,,200701310000,wednesday,Prime FC,Kwara United,2,2,4,D,D,D,,,,,,,
nigeria-2007,6,2007-01-31,,200701310000,wednesday,Adamawa United FC,Heartland FC,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,6,2007-01-31,,200701310000,wednesday,Ocean Boys,Niger Tornadoes,1,1,2,D,D,D,,,,,,,
nigeria-2007,6,2007-01-31,,200701310000,wednesday,Akwa United,Dolphins FC,0,1,1,A,L,W,,,,,,,
nigeria-2007,6,2007-01-31,,200701310000,wednesday,Bendel Insurance,Bayelsa United,2,1,3,H,W,L,,,,,,,
nigeria-2007,6,2007-01-31,,200701310000,wednesday,Zamfara United,Gombe United,1,0,1,H,W,L,,,,,,,
nigeria-2007,6,2007-01-31,,200701310000,wednesday,Lobi Stars,Enyimba Aba,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,6,2007-02-01,,200702010000,thursday,Wikki Tourists,Kaduna United,2,1,3,H,W,L,,,,,,,
nigeria-2007,6,2007-02-01,,200702010000,thursday,El-Kanemi Warriors,Nasarawa United FC,2,0,2,H,W,L,,,,,,,
nigeria-2007,7,2007-02-03,,200702030000,saturday,Kano Pillars,Ocean Boys,1,0,1,H,W,L,,,,,,,
nigeria-2007,7,2007-02-03,,200702030000,saturday,Niger Tornadoes,Adamawa United FC,1,0,1,H,W,L,,,,,,,
nigeria-2007,7,2007-02-03,,200702030000,saturday,Enugu Rangers,Kwara United,1,0,1,H,W,L,,,,,,,
nigeria-2007,7,2007-02-03,,200702030000,saturday,Dolphins FC,Lobi Stars,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,7,2007-02-04,,200702040000,sunday,Heartland FC,Wikki Tourists,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,7,2007-02-04,,200702040000,sunday,Kaduna United,Prime FC,3,3,6,D,D,D,,,,,,,
nigeria-2007,7,2007-02-04,,200702040000,sunday,Bayelsa United,El-Kanemi Warriors,2,0,2,H,W,L,,,,,,,
nigeria-2007,7,2007-02-04,,200702040000,sunday,Enyimba Aba,Bendel Insurance,2,0,2,H,W,L,,,,,,,
nigeria-2007,7,2007-02-04,,200702040000,sunday,Gombe United,Nasarawa United FC,2,1,3,H,W,L,,,,,,,
nigeria-2007,7,2007-02-04,,200702040000,sunday,Zamfara United,Akwa United,2,1,3,H,W,L,,,,,,,
nigeria-2007,8,2007-02-07,,200702070000,wednesday,Adamawa United FC,Kano Pillars,1,1,2,D,D,D,,,,,,,
nigeria-2007,8,2007-02-07,,200702070000,wednesday,Wikki Tourists,Niger Tornadoes,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,8,2007-02-07,,200702070000,wednesday,Prime FC,Heartland FC,3,0,3,H,W,L,,,,,,,
nigeria-2007,8,2007-02-07,,200702070000,wednesday,Kwara United,Kaduna United,4,1,5,H,W,L,,,,,,,
nigeria-2007,8,2007-02-07,,200702070000,wednesday,Ocean Boys,Enugu Rangers,1,2,3,A,L,W,,,,,,,
nigeria-2007,8,2007-02-07,,200702070000,wednesday,Lobi Stars,Zamfara United,1,0,1,H,W,L,,,,,,,
nigeria-2007,8,2007-02-07,,200702070000,wednesday,Nasarawa United FC,Bayelsa United,1,1,2,D,D,D,,,,,,,
nigeria-2007,8,2007-02-07,,200702070000,wednesday,Akwa United,Gombe United,2,0,2,H,W,L,,,,,,,
nigeria-2007,8,2007-02-07,,200702070000,wednesday,Bendel Insurance,Dolphins FC,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
nigeria-2007,8,2007-02-07,,200702070000,wednesday,El-Kanemi Warriors,Enyimba Aba,1,0,1,H,W,L,,,,,,,
