Div,Round,Date,Time,timestamp,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAR,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
ua emirates-2006-2007,1,2006-09-21,,200609210000,thursday,Dubai Club,Sharjah FC,3,6,9,A,L,W,,,,,,,
ua emirates-2006-2007,1,2006-09-21,,200609210000,thursday,Al Nasr SC,Al Wasl,1,1,2,D,D,D,,,,,,,
ua emirates-2006-2007,1,2006-09-22,,200609220000,friday,Emirates Club,Al Wahda,2,0,2,H,W,L,,,,,,,
ua emirates-2006-2007,1,2006-09-22,,200609220000,friday,Al Ahli Dubai,Al Fujairah,1,3,4,A,L,W,,,,,,,
ua emirates-2006-2007,1,2006-09-22,,200609220000,friday,Al Shabab Al Arabi,Al Jazira Club,1,4,5,A,L,W,,,,,,,
ua emirates-2006-2007,2,2006-09-28,,200609280000,thursday,Al Shabab Al Arabi,Al Sha'ab,2,2,4,D,D,D,,,,,,,
ua emirates-2006-2007,2,2006-09-28,,200609280000,thursday,Al Wahda,Al Jazira Club,2,1,3,H,W,L,,,,,,,
ua emirates-2006-2007,2,2006-09-28,,200609280000,thursday,Al Fujairah,Dubai Club,0,3,3,A,L,W,,,,,,,
ua emirates-2006-2007,2,2006-09-29,,200609290000,friday,Al Wasl,Emirates Club,3,1,4,H,W,L,,,,,,,
ua emirates-2006-2007,2,2006-09-29,,200609290000,friday,Sharjah FC,Al Nasr SC,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
ua emirates-2006-2007,2,2006-09-29,,200609290000,friday,Al Ain FC,Al Ahli Dubai,0,1,1,A,L,W,,,,,,,
ua emirates-2006-2007,3,2006-10-02,,200610020000,monday,Al Shabab Al Arabi,Al Ain FC,3,1,4,H,W,L,,,,,,,
ua emirates-2006-2007,3,2006-10-02,,200610020000,monday,Dubai Club,Al Ahli Dubai,2,1,3,H,W,L,,,,,,,
ua emirates-2006-2007,3,2006-10-02,,200610020000,monday,Al Sha'ab,Al Wahda,1,0,1,H,W,L,,,,,,,
ua emirates-2006-2007,3,2006-10-03,,200610030000,tuesday,Al Nasr SC,Al Fujairah,1,0,1,H,W,L,,,,,,,
ua emirates-2006-2007,3,2006-10-03,,200610030000,tuesday,Emirates Club,Sharjah FC,1,1,2,D,D,D,,,,,,,
ua emirates-2006-2007,3,2006-10-03,,200610030000,tuesday,Al Jazira Club,Al Wasl,0,1,1,A,L,W,,,,,,,
ua emirates-2006-2007,4,2006-10-15,,200610150000,sunday,Al Wahda,Al Shabab Al Arabi,4,3,7,H,W,L,,,,,,,
ua emirates-2006-2007,4,2006-10-15,,200610150000,sunday,Al Ahli Dubai,Al Nasr SC,2,0,2,H,W,L,,,,,,,
ua emirates-2006-2007,4,2006-10-15,,200610150000,sunday,Al Fujairah,Emirates Club,1,3,4,A,L,W,,,,,,,
ua emirates-2006-2007,4,2006-10-16,,200610160000,monday,Sharjah FC,Al Jazira Club,0,1,1,A,L,W,,,,,,,
ua emirates-2006-2007,4,2006-10-16,,200610160000,monday,Al Ain FC,Dubai Club,3,1,4,H,W,L,,,,,,,
ua emirates-2006-2007,4,2006-10-16,,200610160000,monday,Al Wasl,Al Sha'ab,1,1,2,D,D,D,,,,,,,
ua emirates-2006-2007,1,2006-10-21,,200610210000,saturday,Al Sha'ab,Al Ain FC,3,3,6,D,D,D,,,,,,,
ua emirates-2006-2007,5,2006-11-02,,200611020000,thursday,Emirates Club,Al Ahli Dubai,0,2,2,A,L,W,,,,,,,
ua emirates-2006-2007,5,2006-11-02,,200611020000,thursday,Al Shabab Al Arabi,Al Wasl,0,1,1,A,L,W,,,,,,,
ua emirates-2006-2007,5,2006-11-02,,200611020000,thursday,Al Wahda,Al Ain FC,1,0,1,H,W,L,,,,,,,
ua emirates-2006-2007,5,2006-11-03,,200611030000,friday,Al Nasr SC,Dubai Club,1,0,1,H,W,L,,,,,,,
ua emirates-2006-2007,5,2006-11-03,,200611030000,friday,Al Jazira Club,Al Fujairah,2,1,3,H,W,L,,,,,,,
ua emirates-2006-2007,5,2006-11-03,,200611030000,friday,Al Sha'ab,Sharjah FC,2,1,3,H,W,L,,,,,,,
ua emirates-2006-2007,6,2006-11-07,,200611070000,tuesday,Dubai Club,Emirates Club,5,1,6,H,W,L,,,,,,,
ua emirates-2006-2007,6,2006-11-07,,200611070000,tuesday,Al Wasl,Al Wahda,1,1,2,D,D,D,,,,,,,
ua emirates-2006-2007,6,2006-11-07,,200611070000,tuesday,Al Ain FC,Al Nasr SC,0,0,0,D,D,D,0.0,0.0,0.0,D,D,D,
ua emirates-2006-2007,6,2006-11-08,,200611080000,wednesday,Al Fujairah,Al Sha'ab,2,2,4,D,D,D,,,,,,,
ua emirates-2006-2007,6,2006-11-08,,200611080000,wednesday,Al Ahli Dubai,Al Jazira Club,3,1,4,H,W,L,,,,,,,
ua emirates-2006-2007,6,2006-11-08,,200611080000,wednesday,Sharjah FC,Al Shabab Al Arabi,1,0,1,H,W,L,,,,,,,
ua emirates-2006-2007,7,2006-11-19,,200611190000,sunday,Al Sha'ab,Al Ahli Dubai,4,1,5,H,W,L,,,,,,,
ua emirates-2006-2007,7,2006-11-19,,200611190000,sunday,Al Wasl,Al Ain FC,4,2,6,H,W,L,,,,,,,
ua emirates-2006-2007,7,2006-11-20,,200611200000,monday,Emirates Club,Al Nasr SC,1,2,3,A,L,W,,,,,,,
ua emirates-2006-2007,7,2006-11-20,,200611200000,monday,Al Shabab Al Arabi,Al Fujairah,2,1,3,H,W,L,,,,,,,
ua emirates-2006-2007,7,2006-11-20,,200611200000,monday,Al Wahda,Sharjah FC,2,2,4,D,D,D,,,,,,,
