Div,Round,Date,Time,timestamp,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAR,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
netherlands-1956-1957,1,1956-09-02,,195609020000,sunday,AFC Ajax,NAC Breda,1,0,1,H,W,L,,,,,,,
netherlands-1956-1957,1,1956-09-02,,195609020000,sunday,BVV,USV Elinkwijk,1,2,3,A,L,W,,,,,,,
netherlands-1956-1957,1,1956-09-02,,195609020000,sunday,DOS Utrecht,Sparta Rotterdam,2,3,5,A,L,W,,,,,,,
netherlands-1956-1957,1,1956-09-02,,195609020000,sunday,Fortuna Sittard,SC Eindhoven,4,1,5,H,W,L,,,,,,,
netherlands-1956-1957,1,1956-09-02,,195609020000,sunday,NOAD Tilburg,DWS Amsterdam,1,3,4,A,L,W,,,,,,,
netherlands-1956-1957,1,1956-09-02,,195609020000,sunday,PSV Eindhoven,MVV,1,3,4,A,L,W,,,,,,,
netherlands-1956-1957,1,1956-09-02,,195609020000,sunday,Sportclub Enschede,Rapid JC Heerlen,5,2,7,H,W,L,,,,,,,
netherlands-1956-1957,1,1956-09-02,,195609020000,sunday,VVV-Venlo,Groninger VAV,1,0,1,H,W,L,,,,,,,
netherlands-1956-1957,1,1956-09-02,,195609020000,sunday,Willem II,Feijenoord,3,3,6,D,D,D,,,,,,,
netherlands-1956-1957,2,1956-09-09,,195609090000,sunday,DWS Amsterdam,Willem II,0,6,6,A,L,W,,,,,,,
netherlands-1956-1957,2,1956-09-09,,195609090000,sunday,SC Eindhoven,VVV-Venlo,0,2,2,A,L,W,,,,,,,
netherlands-1956-1957,2,1956-09-09,,195609090000,sunday,USV Elinkwijk,Sportclub Enschede,1,5,6,A,L,W,,,,,,,
netherlands-1956-1957,2,1956-09-09,,195609090000,sunday,Feijenoord,BVV,5,1,6,H,W,L,,,,,,,
netherlands-1956-1957,2,1956-09-09,,195609090000,sunday,Groninger VAV,DOS Utrecht,3,2,5,H,W,L,,,,,,,
netherlands-1956-1957,2,1956-09-09,,195609090000,sunday,MVV,Fortuna Sittard,1,0,1,H,W,L,,,,,,,
netherlands-1956-1957,2,1956-09-09,,195609090000,sunday,NAC Breda,NOAD Tilburg,2,2,4,D,D,D,,,,,,,
netherlands-1956-1957,2,1956-09-09,,195609090000,sunday,Rapid JC Heerlen,PSV Eindhoven,3,1,4,H,W,L,,,,,,,
netherlands-1956-1957,2,1956-09-09,,195609090000,sunday,Sparta Rotterdam,AFC Ajax,1,2,3,A,L,W,,,,,,,
netherlands-1956-1957,3,1956-09-23,,195609230000,sunday,AFC Ajax,Groninger VAV,4,2,6,H,W,L,,,,,,,
netherlands-1956-1957,3,1956-09-23,,195609230000,sunday,BVV,Willem II,3,2,5,H,W,L,,,,,,,
netherlands-1956-1957,3,1956-09-23,,195609230000,sunday,DOS Utrecht,SC Eindhoven,0,1,1,A,L,W,,,,,,,
netherlands-1956-1957,3,1956-09-23,,195609230000,sunday,Fortuna Sittard,Rapid JC Heerlen,5,0,5,H,W,L,,,,,,,
netherlands-1956-1957,3,1956-09-23,,195609230000,sunday,NAC Breda,DWS Amsterdam,3,1,4,H,W,L,,,,,,,
netherlands-1956-1957,3,1956-09-23,,195609230000,sunday,NOAD Tilburg,Sparta Rotterdam,3,0,3,H,W,L,,,,,,,
netherlands-1956-1957,3,1956-09-23,,195609230000,sunday,PSV Eindhoven,USV Elinkwijk,0,3,3,A,L,W,,,,,,,
netherlands-1956-1957,3,1956-09-23,,195609230000,sunday,Sportclub Enschede,Feijenoord,2,3,5,A,L,W,,,,,,,
netherlands-1956-1957,3,1956-09-23,,195609230000,sunday,VVV-Venlo,MVV,1,3,4,A,L,W,,,,,,,
netherlands-1956-1957,4,1956-09-30,,195609300000,sunday,DWS Amsterdam,BVV,3,2,5,H,W,L,,,,,,,
netherlands-1956-1957,4,1956-09-30,,195609300000,sunday,SC Eindhoven,AFC Ajax,0,3,3,A,L,W,,,,,,,
netherlands-1956-1957,4,1956-09-30,,195609300000,sunday,USV Elinkwijk,Fortuna Sittard,2,2,4,D,D,D,,,,,,,
netherlands-1956-1957,4,1956-09-30,,195609300000,sunday,Feijenoord,PSV Eindhoven,2,0,2,H,W,L,,,,,,,
