Div,Round,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAW,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
portugal-2004-2005,21,2005-02-13,20:15,FC Porto,Vitória Guimarães,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-porto-vitoria-guimaraes/
portugal-2004-2005,22,2005-02-18,19:15,CD Nacional,Sporting Braga,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-cd-nacional-sporting-braga/
portugal-2004-2005,22,2005-02-18,21:30,Os Belenenses,FC Porto,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-os-belenenses-fc-porto/
portugal-2004-2005,22,2005-02-19,15:00,CS Marítimo,SC Beira-Mar,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-cs-maritimo-sc-beira-mar/
portugal-2004-2005,22,2005-02-19,16:00,GD Estoril,FC Penafiel,3,2,5,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-gd-estoril-fc-penafiel/
portugal-2004-2005,22,2005-02-19,16:00,Gil Vicente,Académica de Coimbra,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-gil-vicente-academica-de-coimbra/
portugal-2004-2005,22,2005-02-19,16:00,Vitória Setúbal,Moreirense FC,2,2,4,D,D,D,2,1,3,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-setubal-moreirense-fc/
portugal-2004-2005,22,2005-02-19,18:45,Rio Ave FC,Boavista,2,2,4,D,D,D,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-rio-ave-fc-boavista/
portugal-2004-2005,22,2005-02-19,21:15,União Leiria,Sporting CP,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-uniao-leiria-sporting-cp/
portugal-2004-2005,22,2005-02-21,20:30,SL Benfica,Vitória Guimarães,2,1,3,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sl-benfica-vitoria-guimaraes/
portugal-2004-2005,23,2005-02-25,21:30,Sporting Braga,Gil Vicente,2,1,3,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-braga-gil-vicente/
portugal-2004-2005,23,2005-02-26,19:15,FC Penafiel,Os Belenenses,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-penafiel-os-belenenses/
portugal-2004-2005,23,2005-02-26,19:30,Boavista,União Leiria,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-boavista-uniao-leiria/
portugal-2004-2005,23,2005-02-27,16:00,Moreirense FC,CS Marítimo,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-moreirense-fc-cs-maritimo/
portugal-2004-2005,23,2005-02-27,16:00,Académica de Coimbra,Vitória Setúbal,3,3,6,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-academica-de-coimbra-vitoria-setubal/
portugal-2004-2005,23,2005-02-27,16:00,SC Beira-Mar,Rio Ave FC,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sc-beira-mar-rio-ave-fc/
portugal-2004-2005,23,2005-02-27,18:15,Vitória Guimarães,CD Nacional,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-guimaraes-cd-nacional/
portugal-2004-2005,23,2005-02-28,19:45,FC Porto,SL Benfica,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-porto-sl-benfica/
portugal-2004-2005,23,2005-02-28,21:30,Sporting CP,GD Estoril,4,0,4,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-cp-gd-estoril/
portugal-2004-2005,24,2005-03-04,21:30,Gil Vicente,Vitória Guimarães,1,3,4,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-gil-vicente-vitoria-guimaraes/
portugal-2004-2005,24,2005-03-05,19:15,GD Estoril,Boavista,3,3,6,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-gd-estoril-boavista/
portugal-2004-2005,24,2005-03-05,21:15,FC Penafiel,FC Porto,1,2,3,A,L,W,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-penafiel-fc-porto/
portugal-2004-2005,24,2005-03-06,16:00,União Leiria,SC Beira-Mar,5,1,6,H,W,L,3,1,4,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-uniao-leiria-sc-beira-mar/
portugal-2004-2005,24,2005-03-06,16:00,CS Marítimo,Académica de Coimbra,1,1,2,D,D,D,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-cs-maritimo-academica-de-coimbra/
portugal-2004-2005,24,2005-03-06,16:00,Rio Ave FC,Moreirense FC,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-rio-ave-fc-moreirense-fc/
portugal-2004-2005,24,2005-03-06,18:30,Os Belenenses,Sporting CP,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-os-belenenses-sporting-cp/
portugal-2004-2005,24,2005-03-06,20:45,CD Nacional,SL Benfica,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-cd-nacional-sl-benfica/
portugal-2004-2005,24,2005-03-07,20:30,Vitória Setúbal,Sporting Braga,1,4,5,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-setubal-sporting-braga/
portugal-2004-2005,25,2005-03-11,21:30,FC Porto,CD Nacional,0,4,4,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-porto-cd-nacional/
portugal-2004-2005,25,2005-03-12,18:30,Sporting Braga,CS Marítimo,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-braga-cs-maritimo/
portugal-2004-2005,25,2005-03-12,20:45,SL Benfica,Gil Vicente,2,0,2,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sl-benfica-gil-vicente/
portugal-2004-2005,25,2005-03-13,16:00,Moreirense FC,União Leiria,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-moreirense-fc-uniao-leiria/
portugal-2004-2005,25,2005-03-13,16:00,Académica de Coimbra,Rio Ave FC,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-academica-de-coimbra-rio-ave-fc/
portugal-2004-2005,25,2005-03-13,16:00,SC Beira-Mar,GD Estoril,2,1,3,H,W,L,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-sc-beira-mar-gd-estoril/
portugal-2004-2005,25,2005-03-13,19:15,Sporting CP,FC Penafiel,0,2,2,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-cp-fc-penafiel/
portugal-2004-2005,25,2005-03-13,21:15,Vitória Guimarães,Vitória Setúbal,3,1,4,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-guimaraes-vitoria-setubal/
portugal-2004-2005,25,2005-03-14,20:15,Boavista,Os Belenenses,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-boavista-os-belenenses/
portugal-2004-2005,26,2005-03-18,21:30,CS Marítimo,Vitória Guimarães,1,2,3,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-cs-maritimo-vitoria-guimaraes/
portugal-2004-2005,26,2005-03-19,18:45,FC Penafiel,Boavista,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-penafiel-boavista/
portugal-2004-2005,26,2005-03-19,21:15,Vitória Setúbal,SL Benfica,0,2,2,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-setubal-sl-benfica/
portugal-2004-2005,26,2005-03-20,16:00,Os Belenenses,SC Beira-Mar,2,0,2,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-os-belenenses-sc-beira-mar/
portugal-2004-2005,26,2005-03-20,16:00,União Leiria,Académica de Coimbra,1,2,3,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-uniao-leiria-academica-de-coimbra/
portugal-2004-2005,26,2005-03-20,16:00,GD Estoril,Moreirense FC,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-gd-estoril-moreirense-fc/
portugal-2004-2005,26,2005-03-20,16:00,Gil Vicente,CD Nacional,3,2,5,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-gil-vicente-cd-nacional/
portugal-2004-2005,26,2005-03-20,18:30,Rio Ave FC,Sporting Braga,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-rio-ave-fc-sporting-braga/
portugal-2004-2005,26,2005-03-21,20:30,Sporting CP,FC Porto,2,0,2,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-cp-fc-porto/
portugal-2004-2005,27,2005-04-01,21:30,Vitória Guimarães,Rio Ave FC,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-guimaraes-rio-ave-fc/
portugal-2004-2005,27,2005-04-02,21:15,Boavista,Sporting CP,0,4,4,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-boavista-sporting-cp/
portugal-2004-2005,27,2005-04-03,16:00,Moreirense FC,Os Belenenses,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-moreirense-fc-os-belenenses/
portugal-2004-2005,27,2005-04-03,16:00,CD Nacional,Vitória Setúbal,1,3,4,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-cd-nacional-vitoria-setubal/
portugal-2004-2005,27,2005-04-03,16:00,SC Beira-Mar,FC Penafiel,1,3,4,A,L,W,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sc-beira-mar-fc-penafiel/
portugal-2004-2005,27,2005-04-03,16:00,Académica de Coimbra,GD Estoril,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-academica-de-coimbra-gd-estoril/
portugal-2004-2005,27,2005-04-03,18:15,FC Porto,Gil Vicente,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-porto-gil-vicente/
portugal-2004-2005,27,2005-04-03,20:30,SL Benfica,CS Marítimo,4,3,7,H,W,L,3,2,5,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sl-benfica-cs-maritimo/
portugal-2004-2005,27,2005-04-04,20:30,Sporting Braga,União Leiria,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-braga-uniao-leiria/
portugal-2004-2005,28,2005-04-08,21:30,CS Marítimo,CD Nacional,2,1,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-cs-maritimo-cd-nacional/
portugal-2004-2005,28,2005-04-09,21:30,Boavista,FC Porto,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-boavista-fc-porto/
portugal-2004-2005,28,2005-04-10,16:00,União Leiria,Vitória Guimarães,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-uniao-leiria-vitoria-guimaraes/
portugal-2004-2005,28,2005-04-10,16:00,Vitória Setúbal,Gil Vicente,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-setubal-gil-vicente/
portugal-2004-2005,28,2005-04-10,16:00,FC Penafiel,Moreirense FC,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-penafiel-moreirense-fc/
portugal-2004-2005,28,2005-04-10,19:15,Rio Ave FC,SL Benfica,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-rio-ave-fc-sl-benfica/
portugal-2004-2005,28,2005-04-10,21:15,Sporting CP,SC Beira-Mar,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-cp-sc-beira-mar/
portugal-2004-2005,28,2005-04-11,19:15,Os Belenenses,Académica de Coimbra,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-os-belenenses-academica-de-coimbra/
portugal-2004-2005,28,2005-04-11,21:30,GD Estoril,Sporting Braga,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-gd-estoril-sporting-braga/
portugal-2004-2005,29,2005-04-15,21:30,SC Beira-Mar,Boavista,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sc-beira-mar-boavista/
portugal-2004-2005,29,2005-04-16,19:15,FC Porto,Vitória Setúbal,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-porto-vitoria-setubal/
portugal-2004-2005,29,2005-04-16,21:30,SL Benfica,União Leiria,1,1,2,D,D,D,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-sl-benfica-uniao-leiria/
portugal-2004-2005,29,2005-04-17,16:00,Gil Vicente,CS Marítimo,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-gil-vicente-cs-maritimo/
portugal-2004-2005,29,2005-04-17,16:00,CD Nacional,Rio Ave FC,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-cd-nacional-rio-ave-fc/
portugal-2004-2005,29,2005-04-17,16:00,Académica de Coimbra,FC Penafiel,4,1,5,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-academica-de-coimbra-fc-penafiel/
portugal-2004-2005,29,2005-04-17,18:45,Vitória Guimarães,GD Estoril,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-guimaraes-gd-estoril/
portugal-2004-2005,29,2005-04-17,21:00,Sporting Braga,Os Belenenses,2,0,2,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-braga-os-belenenses/
portugal-2004-2005,29,2005-04-18,21:15,Moreirense FC,Sporting CP,1,3,4,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-moreirense-fc-sporting-cp/
portugal-2004-2005,30,2005-04-22,21:30,Os Belenenses,Vitória Guimarães,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-os-belenenses-vitoria-guimaraes/
portugal-2004-2005,30,2005-04-23,18:45,Boavista,Moreirense FC,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-boavista-moreirense-fc/
portugal-2004-2005,30,2005-04-23,21:00,Sporting CP,Académica de Coimbra,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-cp-academica-de-coimbra/
portugal-2004-2005,30,2005-04-24,16:00,CS Marítimo,Vitória Setúbal,3,1,4,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-cs-maritimo-vitoria-setubal/
portugal-2004-2005,30,2005-04-24,16:00,Rio Ave FC,Gil Vicente,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-rio-ave-fc-gil-vicente/
portugal-2004-2005,30,2005-04-24,16:00,União Leiria,CD Nacional,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-uniao-leiria-cd-nacional/
portugal-2004-2005,30,2005-04-24,19:15,GD Estoril,SL Benfica,1,2,3,A,L,W,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-gd-estoril-sl-benfica/
portugal-2004-2005,30,2005-04-24,21:15,SC Beira-Mar,FC Porto,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sc-beira-mar-fc-porto/
portugal-2004-2005,30,2005-04-25,20:30,FC Penafiel,Sporting Braga,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-penafiel-sporting-braga/
portugal-2004-2005,31,2005-04-29,21:30,Académica de Coimbra,Boavista,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-academica-de-coimbra-boavista/
portugal-2004-2005,31,2005-04-30,16:00,Gil Vicente,União Leiria,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-gil-vicente-uniao-leiria/
portugal-2004-2005,31,2005-04-30,16:00,Moreirense FC,SC Beira-Mar,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-moreirense-fc-sc-beira-mar/
portugal-2004-2005,31,2005-04-30,16:00,Vitória Setúbal,Rio Ave FC,2,0,2,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-setubal-rio-ave-fc/
portugal-2004-2005,31,2005-04-30,16:00,CD Nacional,GD Estoril,4,1,5,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-cd-nacional-gd-estoril/
portugal-2004-2005,31,2005-04-30,19:15,SL Benfica,Os Belenenses,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sl-benfica-os-belenenses/
portugal-2004-2005,31,2005-04-30,21:15,FC Porto,CS Marítimo,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-porto-cs-maritimo/
portugal-2004-2005,31,2005-05-01,20:30,Sporting Braga,Sporting CP,0,3,3,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-braga-sporting-cp/
portugal-2004-2005,31,2005-05-02,20:30,Vitória Guimarães,FC Penafiel,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-guimaraes-fc-penafiel/
portugal-2004-2005,32,2005-05-06,21:30,Os Belenenses,CD Nacional,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-os-belenenses-cd-nacional/
portugal-2004-2005,32,2005-05-07,19:15,Boavista,Sporting Braga,1,2,3,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-boavista-sporting-braga/
portugal-2004-2005,32,2005-05-07,21:15,FC Penafiel,SL Benfica,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-penafiel-sl-benfica/
portugal-2004-2005,32,2005-05-08,16:00,Rio Ave FC,CS Marítimo,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-rio-ave-fc-cs-maritimo/
portugal-2004-2005,32,2005-05-08,16:00,União Leiria,Vitória Setúbal,0,2,2,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-uniao-leiria-vitoria-setubal/
portugal-2004-2005,32,2005-05-08,16:00,GD Estoril,Gil Vicente,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-gd-estoril-gil-vicente/
portugal-2004-2005,32,2005-05-08,16:00,SC Beira-Mar,Académica de Coimbra,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sc-beira-mar-academica-de-coimbra/
portugal-2004-2005,32,2005-05-08,20:15,Moreirense FC,FC Porto,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-moreirense-fc-fc-porto/
portugal-2004-2005,32,2005-05-09,20:30,Sporting CP,Vitória Guimarães,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-cp-vitoria-guimaraes/
portugal-2004-2005,33,2005-05-14,16:00,Vitória Guimarães,Boavista,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-guimaraes-boavista/
portugal-2004-2005,33,2005-05-14,16:00,Gil Vicente,Os Belenenses,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-gil-vicente-os-belenenses/
portugal-2004-2005,33,2005-05-14,16:00,CS Marítimo,União Leiria,2,0,2,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-cs-maritimo-uniao-leiria/
portugal-2004-2005,33,2005-05-14,16:00,CD Nacional,FC Penafiel,1,3,4,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-cd-nacional-fc-penafiel/
portugal-2004-2005,33,2005-05-14,16:00,Académica de Coimbra,Moreirense FC,0,4,4,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-academica-de-coimbra-moreirense-fc/
portugal-2004-2005,33,2005-05-14,16:00,Vitória Setúbal,GD Estoril,2,2,4,D,D,D,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-setubal-gd-estoril/
portugal-2004-2005,33,2005-05-14,19:45,Rio Ave FC,FC Porto,0,2,2,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-rio-ave-fc-fc-porto/
portugal-2004-2005,33,2005-05-14,19:45,Sporting Braga,SC Beira-Mar,1,1,2,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-braga-sc-beira-mar/
portugal-2004-2005,33,2005-05-14,19:45,SL Benfica,Sporting CP,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sl-benfica-sporting-cp/
portugal-2004-2005,34,2005-05-22,16:00,SC Beira-Mar,Vitória Guimarães,2,2,4,D,D,D,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-sc-beira-mar-vitoria-guimaraes/
portugal-2004-2005,34,2005-05-22,16:00,GD Estoril,CS Marítimo,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-gd-estoril-cs-maritimo/
portugal-2004-2005,34,2005-05-22,16:00,Os Belenenses,Vitória Setúbal,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-os-belenenses-vitoria-setubal/
portugal-2004-2005,34,2005-05-22,16:00,FC Penafiel,Gil Vicente,1,3,4,A,L,W,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-penafiel-gil-vicente/
portugal-2004-2005,34,2005-05-22,16:00,União Leiria,Rio Ave FC,0,3,3,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-uniao-leiria-rio-ave-fc/
portugal-2004-2005,34,2005-05-22,19:15,Moreirense FC,Sporting Braga,2,1,3,H,W,L,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-moreirense-fc-sporting-braga/
portugal-2004-2005,34,2005-05-22,19:15,Boavista,SL Benfica,1,1,2,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-boavista-sl-benfica/
portugal-2004-2005,34,2005-05-22,19:15,FC Porto,Académica de Coimbra,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-porto-academica-de-coimbra/
portugal-2004-2005,34,2005-05-22,19:15,Sporting CP,CD Nacional,2,4,6,A,L,W,1,3,4,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-cp-cd-nacional/
