Div,Round,Date,Time,timestamp,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAW,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
wales-2003-2004,26,2004-02-28,14:30,1077975000,saturday,Welshpool Town,Caernarfon Town,3,3,6,D,D,D,,,,,,,
wales-2003-2004,17,2004-03-03,19:30,1078338600,wednesday,Cwmbran Town,Welshpool Town,2,1,3,H,W,L,,,,,,,
wales-2003-2004,2,2004-03-06,14:30,1078579800,saturday,Barry Town FC,Connah's Quay Nomads,0,2,2,A,L,W,,,,,,,
wales-2003-2004,23,2004-03-13,14:30,1079184600,saturday,Cwmbran Town,Porthmadog FC,1,0,1,H,W,L,,,,,,,
wales-2003-2004,27,2004-03-13,14:30,1079184600,saturday,Aberystwyth Town,Bangor City,1,2,3,A,L,W,,,,,,,
wales-2003-2004,27,2004-03-13,14:30,1079184600,saturday,Caernarfon Town,TNS Llansantffraid,2,2,4,D,D,D,,,,,,,
wales-2003-2004,27,2004-03-13,14:30,1079184600,saturday,Caersws FC,Welshpool Town,3,0,3,H,W,L,,,,,,,
wales-2003-2004,27,2004-03-13,14:30,1079184600,saturday,Connah's Quay Nomads,Carmarthen Town,1,1,2,D,D,D,,,,,,,
wales-2003-2004,27,2004-03-13,14:30,1079184600,saturday,Port Talbot Town,Newtown AFC,2,0,2,H,W,L,,,,,,,
wales-2003-2004,27,2004-03-13,14:30,1079184600,saturday,Rhyl FC,Afan Lido FC,3,0,3,H,W,L,,,,,,,
wales-2003-2004,28,2004-03-19,19:30,1079721000,friday,Newtown AFC,Aberystwyth Town,1,1,2,D,D,D,,,,,,,
wales-2003-2004,26,2004-03-20,14:30,1079789400,saturday,Carmarthen Town,Rhyl FC,0,0,0,D,D,D,0,0,0,D,D,D,
wales-2003-2004,28,2004-03-20,14:30,1079789400,saturday,Afan Lido FC,Connah's Quay Nomads,2,0,2,H,W,L,,,,,,,
wales-2003-2004,28,2004-03-20,14:30,1079789400,saturday,Bangor City,Barry Town FC,2,1,3,H,W,L,,,,,,,
wales-2003-2004,28,2004-03-20,14:30,1079789400,saturday,NEWI Cefn Druids,Haverfordwest County,1,0,1,H,W,L,,,,,,,
wales-2003-2004,28,2004-03-20,14:30,1079789400,saturday,Porthmadog FC,Port Talbot Town,1,2,3,A,L,W,,,,,,,
wales-2003-2004,21,2004-03-23,19:30,1080066600,tuesday,Connah's Quay Nomads,Port Talbot Town,3,1,4,H,W,L,,,,,,,
wales-2003-2004,28,2004-03-23,19:30,1080066600,tuesday,TNS Llansantffraid,Caersws FC,1,3,4,A,L,W,,,,,,,
wales-2003-2004,28,2004-03-23,19:30,1080066600,tuesday,Welshpool Town,Rhyl FC,1,2,3,A,L,W,,,,,,,
wales-2003-2004,32,2004-03-24,19:30,1080153000,wednesday,Cwmbran Town,Haverfordwest County,0,1,1,A,L,W,,,,,,,
wales-2003-2004,29,2004-03-26,19:30,1080325800,friday,Carmarthen Town,Afan Lido FC,2,1,3,H,W,L,,,,,,,
wales-2003-2004,29,2004-03-27,14:30,1080394200,saturday,Barry Town FC,Newtown AFC,3,2,5,H,W,L,,,,,,,
wales-2003-2004,29,2004-03-27,14:30,1080394200,saturday,Caersws FC,Cwmbran Town,4,1,5,H,W,L,,,,,,,
wales-2003-2004,29,2004-03-27,14:30,1080394200,saturday,Connah's Quay Nomads,Welshpool Town,1,1,2,D,D,D,,,,,,,
wales-2003-2004,29,2004-03-27,14:30,1080394200,saturday,Port Talbot Town,NEWI Cefn Druids,3,2,5,H,W,L,,,,,,,
wales-2003-2004,31,2004-03-27,14:30,1080394200,saturday,TNS Llansantffraid,Aberystwyth Town,1,0,1,H,W,L,,,,,,,
wales-2003-2004,26,2004-03-28,14:30,1080477000,sunday,Bangor City,Port Talbot Town,1,2,3,A,L,W,,,,,,,
wales-2003-2004,23,2004-03-31,19:30,1080754200,wednesday,Welshpool Town,Haverfordwest County,2,4,6,A,L,W,,,,,,,
wales-2003-2004,18,2004-04-02,19:30,1080927000,friday,Caersws FC,Newtown AFC,4,0,4,H,W,L,,,,,,,
wales-2003-2004,10,2004-04-03,14:30,1080995400,saturday,Welshpool Town,Barry Town FC,1,1,2,D,D,D,,,,,,,
wales-2003-2004,30,2004-04-09,19:45,1081532700,friday,Haverfordwest County,Port Talbot Town,1,1,2,D,D,D,,,,,,,
wales-2003-2004,30,2004-04-10,14:30,1081600200,saturday,Bangor City,Caersws FC,1,1,2,D,D,D,,,,,,,
wales-2003-2004,30,2004-04-10,14:30,1081600200,saturday,NEWI Cefn Druids,Aberystwyth Town,1,3,4,A,L,W,,,,,,,
wales-2003-2004,30,2004-04-10,14:30,1081600200,saturday,Newtown AFC,Caernarfon Town,2,0,2,H,W,L,,,,,,,
wales-2003-2004,30,2004-04-10,14:30,1081600200,saturday,Porthmadog FC,Barry Town FC,2,2,4,D,D,D,,,,,,,
wales-2003-2004,30,2004-04-10,14:30,1081600200,saturday,Welshpool Town,Carmarthen Town,1,1,2,D,D,D,,,,,,,
wales-2003-2004,29,2004-04-11,14:30,1081686600,sunday,Rhyl FC,TNS Llansantffraid,1,0,1,H,W,L,,,,,,,
wales-2003-2004,31,2004-04-12,12:00,1081764000,monday,NEWI Cefn Druids,Connah's Quay Nomads,1,2,3,A,L,W,,,,,,,
wales-2003-2004,29,2004-04-12,14:30,1081773000,monday,Aberystwyth Town,Porthmadog FC,1,0,1,H,W,L,,,,,,,
wales-2003-2004,31,2004-04-12,14:30,1081773000,monday,Bangor City,Caernarfon Town,1,1,2,D,D,D,,,,,,,
wales-2003-2004,31,2004-04-12,14:30,1081773000,monday,Cwmbran Town,Barry Town FC,2,1,3,H,W,L,,,,,,,
wales-2003-2004,31,2004-04-12,14:30,1081773000,monday,Haverfordwest County,Carmarthen Town,1,0,1,H,W,L,,,,,,,
wales-2003-2004,31,2004-04-12,14:30,1081773000,monday,Newtown AFC,Caersws FC,0,0,0,D,D,D,0,0,0,D,D,D,
wales-2003-2004,31,2004-04-12,14:30,1081773000,monday,Port Talbot Town,Afan Lido FC,0,2,2,A,L,W,,,,,,,
wales-2003-2004,32,2004-04-16,19:30,1082136600,friday,Aberystwyth Town,Haverfordwest County,1,1,2,D,D,D,,,,,,,
wales-2003-2004,32,2004-04-16,19:30,1082136600,friday,Caernarfon Town,Porthmadog FC,0,2,2,A,L,W,,,,,,,
wales-2003-2004,32,2004-04-17,19:30,1082223000,saturday,Afan Lido FC,Welshpool Town,1,0,1,H,W,L,,,,,,,
wales-2003-2004,32,2004-04-17,19:30,1082223000,saturday,Barry Town FC,NEWI Cefn Druids,0,1,1,A,L,W,,,,,,,
wales-2003-2004,32,2004-04-17,19:30,1082223000,saturday,Carmarthen Town,TNS Llansantffraid,1,4,5,A,L,W,,,,,,,
wales-2003-2004,32,2004-04-17,19:30,1082223000,saturday,Connah's Quay Nomads,Newtown AFC,2,3,5,A,L,W,,,,,,,
wales-2003-2004,30,2004-04-18,14:30,1082291400,sunday,Cwmbran Town,Rhyl FC,1,1,2,D,D,D,,,,,,,
wales-2003-2004,33,2004-04-23,19:30,1082741400,friday,NEWI Cefn Druids,Caernarfon Town,1,3,4,A,L,W,,,,,,,
wales-2003-2004,33,2004-04-23,19:30,1082741400,friday,Haverfordwest County,Barry Town FC,2,2,4,D,D,D,,,,,,,
wales-2003-2004,33,2004-04-24,14:30,1082809800,saturday,Bangor City,Connah's Quay Nomads,2,1,3,H,W,L,,,,,,,
wales-2003-2004,33,2004-04-24,14:30,1082809800,saturday,Port Talbot Town,Aberystwyth Town,1,3,4,A,L,W,,,,,,,
wales-2003-2004,33,2004-04-24,14:30,1082809800,saturday,Cwmbran Town,Carmarthen Town,3,1,4,H,W,L,,,,,,,
wales-2003-2004,33,2004-04-24,14:30,1082809800,saturday,Newtown AFC,Rhyl FC,0,2,2,A,L,W,,,,,,,
wales-2003-2004,33,2004-04-24,14:30,1082809800,saturday,Porthmadog FC,Caersws FC,2,3,5,A,L,W,,,,,,,
wales-2003-2004,33,2004-04-24,14:30,1082809800,saturday,TNS Llansantffraid,Afan Lido FC,5,0,5,H,W,L,,,,,,,
wales-2003-2004,30,2004-04-27,19:30,1083087000,tuesday,TNS Llansantffraid,Connah's Quay Nomads,3,2,5,H,W,L,,,,,,,
wales-2003-2004,34,2004-04-27,19:30,1083087000,tuesday,Afan Lido FC,Cwmbran Town,0,4,4,A,L,W,,,,,,,
wales-2003-2004,32,2004-04-28,19:30,1083173400,wednesday,Rhyl FC,Bangor City,2,0,2,H,W,L,,,,,,,
wales-2003-2004,31,2004-05-01,14:30,1083414600,saturday,Porthmadog FC,Rhyl FC,0,2,2,A,L,W,,,,,,,
wales-2003-2004,34,2004-05-01,14:30,1083414600,saturday,Barry Town FC,Port Talbot Town,3,1,4,H,W,L,,,,,,,
wales-2003-2004,34,2004-05-01,14:30,1083414600,saturday,Carmarthen Town,Bangor City,1,4,5,A,L,W,,,,,,,
wales-2003-2004,34,2004-05-01,14:30,1083414600,saturday,Caernarfon Town,Haverfordwest County,0,1,1,A,L,W,,,,,,,
wales-2003-2004,34,2004-05-01,14:30,1083414600,saturday,Caersws FC,NEWI Cefn Druids,3,1,4,H,W,L,,,,,,,
wales-2003-2004,34,2004-05-01,14:30,1083414600,saturday,Connah's Quay Nomads,Cwmbran Town,3,2,5,H,W,L,,,,,,,
wales-2003-2004,34,2004-05-01,14:30,1083414600,saturday,Welshpool Town,TNS Llansantffraid,0,5,5,A,L,W,,,,,,,
wales-2003-2004,28,2004-05-03,19:30,1083605400,monday,Cwmbran Town,Caernarfon Town,0,1,1,A,L,W,,,,,,,
