Div,Round,Date,Time,timestamp,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAR,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
saudi arabia-2006-2007,1,2006-09-05,,200609050000,tuesday,Al Shabab,Al Faysali,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,1,2006-09-08,,200609080000,friday,Al Nassr,Al Hazem,3,1,4,H,W,L,,,,,,,
saudi arabia-2006-2007,1,2006-09-09,,200609090000,saturday,Al Ittihad,Al Tai,3,2,5,H,W,L,,,,,,,
saudi arabia-2006-2007,1,2006-09-11,,200609110000,monday,Al Ahli SFC,Al Wehda,2,0,2,H,W,L,,,,,,,
saudi arabia-2006-2007,2,2006-09-12,,200609120000,tuesday,Al Ettifaq,Al Nassr,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,1,2006-09-14,,200609140000,thursday,Al Hilal,Al Khaleej,3,0,3,H,W,L,,,,,,,
saudi arabia-2006-2007,1,2006-09-17,,200609170000,sunday,Al Qadsiah,Al Ettifaq,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,2,2006-09-20,,200609200000,wednesday,Al Faysali,Al Tai,0,2,2,A,L,W,,,,,,,
saudi arabia-2006-2007,2,2006-09-20,,200609200000,wednesday,Al Wehda,Al Hilal,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,2,2006-09-23,,200609230000,saturday,Al Hazem,Al Ahli SFC,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,3,2006-09-26,,200609260000,tuesday,Al Wehda,Al Khaleej,4,3,7,H,W,L,,,,,,,
saudi arabia-2006-2007,3,2006-09-26,,200609260000,tuesday,Al Tai,Al Shabab,4,2,6,H,W,L,,,,,,,
saudi arabia-2006-2007,3,2006-09-28,,200609280000,thursday,Al Qadsiah,Al Faysali,1,3,4,A,L,W,,,,,,,
saudi arabia-2006-2007,3,2006-09-28,,200609280000,thursday,Al Nassr,Al Ittihad,1,3,4,A,L,W,,,,,,,
saudi arabia-2006-2007,3,2006-09-29,,200609290000,friday,Al Hilal,Al Hazem,1,0,1,H,W,L,,,,,,,
saudi arabia-2006-2007,3,2006-09-29,,200609290000,friday,Al Ahli SFC,Al Ettifaq,1,1,2,D,D,D,,,,,,,
saudi arabia-2006-2007,2,2006-10-01,,200610010000,sunday,Al Khaleej,Al Shabab,0,1,1,A,L,W,,,,,,,
saudi arabia-2006-2007,4,2006-10-04,,200610040000,wednesday,Al Ettifaq,Al Hilal,0,1,1,A,L,W,,,,,,,
saudi arabia-2006-2007,4,2006-10-04,,200610040000,wednesday,Al Tai,Al Qadsiah,3,3,6,D,D,D,,,,,,,
saudi arabia-2006-2007,8,2006-10-04,,200610040000,wednesday,Al Nassr,Al Ahli SFC,0,3,3,A,L,W,,,,,,,
saudi arabia-2006-2007,4,2006-10-05,,200610050000,thursday,Al Shabab,Al Wehda,3,1,4,H,W,L,,,,,,,
saudi arabia-2006-2007,4,2006-10-06,,200610060000,friday,Al Hazem,Al Khaleej,1,0,1,H,W,L,,,,,,,
saudi arabia-2006-2007,2,2006-10-08,,200610080000,sunday,Al Ittihad,Al Qadsiah,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,5,2006-10-26,,200610260000,thursday,Al Khaleej,Al Ettifaq,2,5,7,A,L,W,,,,,,,
saudi arabia-2006-2007,5,2006-10-28,,200610280000,saturday,Al Ahli SFC,Al Faysali,0,0,0,D,D,D,0,0,0,D,D,D,
saudi arabia-2006-2007,5,2006-10-28,,200610280000,saturday,Al Nassr,Al Tai,1,0,1,H,W,L,,,,,,,
saudi arabia-2006-2007,5,2006-10-29,,200610290000,sunday,Al Qadsiah,Al Shabab,1,3,4,A,L,W,,,,,,,
saudi arabia-2006-2007,5,2006-10-29,,200610290000,sunday,Al Wehda,Al Hazem,5,2,7,H,W,L,,,,,,,
saudi arabia-2006-2007,5,2006-10-29,,200610290000,sunday,Al Hilal,Al Ittihad,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,6,2006-11-03,,200611030000,friday,Al Nassr,Al Qadsiah,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,6,2006-11-03,,200611030000,friday,Al Tai,Al Ahli SFC,4,2,6,H,W,L,,,,,,,
saudi arabia-2006-2007,6,2006-11-03,,200611030000,friday,Al Ittihad,Al Khaleej,2,0,2,H,W,L,,,,,,,
saudi arabia-2006-2007,6,2006-11-04,,200611040000,saturday,Al Faysali,Al Hilal,0,1,1,A,L,W,,,,,,,
saudi arabia-2006-2007,6,2006-11-04,,200611040000,saturday,Al Ettifaq,Al Wehda,0,1,1,A,L,W,,,,,,,
saudi arabia-2006-2007,6,2006-11-04,,200611040000,saturday,Al Shabab,Al Hazem,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,7,2006-11-09,,200611090000,thursday,Al Hilal,Al Tai,3,2,5,H,W,L,,,,,,,
saudi arabia-2006-2007,7,2006-11-09,,200611090000,thursday,Al Ahli SFC,Al Qadsiah,1,0,1,H,W,L,,,,,,,
saudi arabia-2006-2007,7,2006-11-09,,200611090000,thursday,Al Hazem,Al Ettifaq,0,1,1,A,L,W,,,,,,,
saudi arabia-2006-2007,7,2006-11-09,,200611090000,thursday,Al Khaleej,Al Faysali,1,0,1,H,W,L,,,,,,,
saudi arabia-2006-2007,7,2006-11-10,,200611100000,friday,Al Shabab,Al Nassr,2,0,2,H,W,L,,,,,,,
saudi arabia-2006-2007,7,2006-11-10,,200611100000,friday,Al Wehda,Al Ittihad,2,2,4,D,D,D,,,,,,,
saudi arabia-2006-2007,4,2006-11-16,,200611160000,thursday,Al Faysali,Al Nassr,2,2,4,D,D,D,,,,,,,
saudi arabia-2006-2007,8,2006-11-22,,200611220000,wednesday,Al Faysali,Al Wehda,1,2,3,A,L,W,,,,,,,
saudi arabia-2006-2007,8,2006-11-22,,200611220000,wednesday,Al Tai,Al Khaleej,0,1,1,A,L,W,,,,,,,
saudi arabia-2006-2007,8,2006-11-23,,200611230000,thursday,Al Qadsiah,Al Hilal,0,1,1,A,L,W,,,,,,,
saudi arabia-2006-2007,8,2006-11-24,,200611240000,friday,Al Ittihad,Al Hazem,2,0,2,H,W,L,,,,,,,
saudi arabia-2006-2007,8,2006-11-25,,200611250000,saturday,Al Ettifaq,Al Shabab,3,3,6,D,D,D,,,,,,,
saudi arabia-2006-2007,9,2006-11-30,,200611300000,thursday,Al Wehda,Al Tai,1,0,1,H,W,L,,,,,,,
saudi arabia-2006-2007,9,2006-11-30,,200611300000,thursday,Al Hazem,Al Faysali,0,1,1,A,L,W,,,,,,,
saudi arabia-2006-2007,9,2006-12-01,,200612010000,friday,Al Khaleej,Al Qadsiah,1,2,3,A,L,W,,,,,,,
saudi arabia-2006-2007,9,2006-12-02,,200612020000,saturday,Al Shabab,Al Ahli SFC,0,2,2,A,L,W,,,,,,,
saudi arabia-2006-2007,9,2006-12-03,,200612030000,sunday,Al Ittihad,Al Ettifaq,1,1,2,D,D,D,,,,,,,
saudi arabia-2006-2007,9,2006-12-03,,200612030000,sunday,Al Hilal,Al Nassr,2,1,3,H,W,L,,,,,,,
saudi arabia-2006-2007,10,2006-12-07,,200612070000,thursday,Al Ahli SFC,Al Hilal,2,3,5,A,L,W,,,,,,,
saudi arabia-2006-2007,10,2006-12-07,,200612070000,thursday,Al Qadsiah,Al Wehda,1,3,4,A,L,W,,,,,,,
saudi arabia-2006-2007,10,2006-12-07,,200612070000,thursday,Al Tai,Al Hazem,2,2,4,D,D,D,,,,,,,
saudi arabia-2006-2007,10,2006-12-08,,200612080000,friday,Al Shabab,Al Ittihad,3,1,4,H,W,L,,,,,,,
saudi arabia-2006-2007,10,2006-12-08,,200612080000,friday,Al Faysali,Al Ettifaq,0,3,3,A,L,W,,,,,,,
saudi arabia-2006-2007,10,2006-12-08,,200612080000,friday,Al Khaleej,Al Nassr,1,1,2,D,D,D,,,,,,,
saudi arabia-2006-2007,11,2006-12-14,,200612140000,thursday,Al Ahli SFC,Al Khaleej,1,1,2,D,D,D,,,,,,,
saudi arabia-2006-2007,11,2006-12-14,,200612140000,thursday,Al Ettifaq,Al Tai,2,2,4,D,D,D,,,,,,,
saudi arabia-2006-2007,11,2006-12-14,,200612140000,thursday,Al Hazem,Al Qadsiah,2,3,5,A,L,W,,,,,,,
saudi arabia-2006-2007,11,2006-12-14,,200612140000,thursday,Al Hilal,Al Shabab,4,0,4,H,W,L,,,,,,,
saudi arabia-2006-2007,11,2006-12-15,,200612150000,friday,Al Faysali,Al Ittihad,1,5,6,A,L,W,,,,,,,
saudi arabia-2006-2007,11,2006-12-16,,200612160000,saturday,Al Nassr,Al Wehda,2,3,5,A,L,W,,,,,,,
saudi arabia-2006-2007,12,2006-12-19,,200612190000,tuesday,Al Ettifaq,Al Qadsiah,0,0,0,D,D,D,0,0,0,D,D,D,
saudi arabia-2006-2007,12,2006-12-20,,200612200000,wednesday,Al Tai,Al Ittihad,0,1,1,A,L,W,,,,,,,
saudi arabia-2006-2007,12,2006-12-20,,200612200000,wednesday,Al Faysali,Al Shabab,1,0,1,H,W,L,,,,,,,
saudi arabia-2006-2007,12,2006-12-20,,200612200000,wednesday,Al Khaleej,Al Hilal,0,0,0,D,D,D,0,0,0,D,D,D,
saudi arabia-2006-2007,13,2006-12-25,,200612250000,monday,Al Hilal,Al Wehda,0,0,0,D,D,D,0,0,0,D,D,D,
saudi arabia-2006-2007,13,2006-12-25,,200612250000,monday,Al Ahli SFC,Al Hazem,3,2,5,H,W,L,,,,,,,
saudi arabia-2006-2007,13,2006-12-26,,200612260000,tuesday,Al Shabab,Al Khaleej,3,1,4,H,W,L,,,,,,,
saudi arabia-2006-2007,13,2006-12-26,,200612260000,tuesday,Al Tai,Al Faysali,1,1,2,D,D,D,,,,,,,
saudi arabia-2006-2007,14,2006-12-26,,200612260000,tuesday,Al Ittihad,Al Nassr,3,0,3,H,W,L,,,,,,,
saudi arabia-2006-2007,13,2007-01-03,,200701030000,wednesday,Al Qadsiah,Al Ittihad,1,0,1,H,W,L,,,,,,,
