Div,Round,Date,Time,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAW,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
portugal-2017-2018,1,2017-08-06,18:00,sunday,CD Aves,Sporting CP,0,2,2,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2017-2018-cd-aves-sporting-cp/
portugal-2017-2018,1,2017-08-06,20:15,sunday,Vitória Setúbal,Moreirense FC,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2017-2018-vitoria-setubal-moreirense-fc/
portugal-2017-2018,1,2017-08-07,17:00,monday,Portimonense SC,Boavista,2,1,3,H,W,L,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2017-2018-portimonense-sc-boavista/
portugal-2017-2018,1,2017-08-07,19:00,monday,CD Feirense,CD Tondela,1,1,2,D,D,D,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2017-2018-cd-feirense-cd-tondela/
portugal-2017-2018,1,2017-08-07,21:00,monday,Rio Ave FC,Os Belenenses,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2017-2018-rio-ave-fc-os-belenenses/
portugal-2017-2018,1,2017-08-08,16:00,tuesday,CS Marítimo,Paços de Ferreira,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2017-2018-cs-maritimo-pacos-de-ferreira/
portugal-2017-2018,1,2017-08-09,19:00,wednesday,FC Porto,GD Estoril,4,0,4,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2017-2018-fc-porto-gd-estoril/
portugal-2017-2018,1,2017-08-09,21:00,wednesday,SL Benfica,Sporting Braga,3,1,4,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/primeira-liga-2017-2018-sl-benfica-sporting-braga/
portugal-2017-2018,1,2017-08-10,21:00,thursday,Vitória Guimarães,GD Chaves,3,2,5,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2017-2018-vitoria-guimaraes-gd-chaves/
portugal-2017-2018,2,2017-08-11,20:30,friday,Sporting CP,Vitória Setúbal,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2017-2018-sporting-cp-vitoria-setubal/
portugal-2017-2018,2,2017-08-12,16:00,saturday,Moreirense FC,CD Feirense,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2017-2018-moreirense-fc-cd-feirense/
portugal-2017-2018,2,2017-08-12,18:15,saturday,Os Belenenses,CS Marítimo,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2017-2018-os-belenenses-cs-maritimo/
portugal-2017-2018,2,2017-08-12,20:30,saturday,Boavista,Rio Ave FC,1,2,3,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2017-2018-boavista-rio-ave-fc/
portugal-2017-2018,2,2017-08-13,16:00,sunday,Paços de Ferreira,CD Aves,2,2,4,D,D,D,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2017-2018-pacos-de-ferreira-cd-aves/
portugal-2017-2018,2,2017-08-13,18:00,sunday,Sporting Braga,Portimonense SC,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2017-2018-sporting-braga-portimonense-sc/
portugal-2017-2018,2,2017-08-13,20:15,sunday,CD Tondela,FC Porto,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2017-2018-cd-tondela-fc-porto/
portugal-2017-2018,2,2017-08-14,19:00,monday,GD Estoril,Vitória Guimarães,3,0,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2017-2018-gd-estoril-vitoria-guimaraes/
portugal-2017-2018,2,2017-08-14,21:00,monday,GD Chaves,SL Benfica,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2017-2018-gd-chaves-sl-benfica/
portugal-2017-2018,3,2017-08-18,20:30,friday,Rio Ave FC,Portimonense SC,2,0,2,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2017-2018-rio-ave-fc-portimonense-sc/
portugal-2017-2018,3,2017-08-19,16:00,saturday,CD Tondela,GD Estoril,2,3,5,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2017-2018-cd-tondela-gd-estoril/
