Div,Round,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAW,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
czech republic-2017-2018,2,2017-08-06,17:00,Baník Ostrava,Slavia Praha,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-banik-ostrava-slavia-praha/
czech republic-2017-2018,2,2017-08-07,16:00,FK Mladá Boleslav,Sparta Praha,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-mlada-boleslav-sparta-praha/
czech republic-2017-2018,3,2017-08-11,17:00,Slavia Praha,Vysočina Jihlava,2,0,2,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-slavia-praha-vysocina-jihlava/
czech republic-2017-2018,3,2017-08-12,15:00,FC Zbrojovka Brno,Bohemians 1905,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fc-zbrojovka-brno-bohemians-1905/
czech republic-2017-2018,3,2017-08-12,15:00,Viktoria Plzeň,Sigma Olomouc,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-viktoria-plzen-sigma-olomouc/
czech republic-2017-2018,3,2017-08-12,15:00,1. FC Slovácko,Baník Ostrava,5,2,7,H,W,L,4,2,6,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-1-fc-slovacko-banik-ostrava/
czech republic-2017-2018,3,2017-08-13,15:00,FK Teplice,FK Jablonec,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-teplice-fk-jablonec/
czech republic-2017-2018,3,2017-08-13,16:00,FK Dukla Praha,FC FASTAV Zlín,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-dukla-praha-fc-fastav-zlin/
czech republic-2017-2018,3,2017-08-13,16:00,MFK Karvina,FK Mladá Boleslav,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-mfk-karvina-fk-mlada-boleslav/
czech republic-2017-2018,3,2017-08-13,17:00,Slovan Liberec,Sparta Praha,1,1,2,D,D,D,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-slovan-liberec-sparta-praha/
czech republic-2017-2018,4,2017-08-18,19:15,Sparta Praha,1. FC Slovácko,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-sparta-praha-1-fc-slovacko/
czech republic-2017-2018,4,2017-08-19,16:00,Baník Ostrava,FK Teplice,3,3,6,D,D,D,0,2,2,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-banik-ostrava-fk-teplice/
czech republic-2017-2018,4,2017-08-19,16:00,FC FASTAV Zlín,MFK Karvina,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fc-fastav-zlin-mfk-karvina/
czech republic-2017-2018,4,2017-08-19,17:00,Bohemians 1905,Slavia Praha,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-bohemians-1905-slavia-praha/
czech republic-2017-2018,4,2017-08-19,19:00,FK Mladá Boleslav,Slovan Liberec,0,3,3,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-mlada-boleslav-slovan-liberec/
czech republic-2017-2018,4,2017-08-20,16:00,FK Jablonec,FK Dukla Praha,2,2,4,D,D,D,2,1,3,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-jablonec-fk-dukla-praha/
czech republic-2017-2018,4,2017-08-20,16:00,Vysočina Jihlava,Viktoria Plzeň,1,2,3,A,L,W,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-vysocina-jihlava-viktoria-plzen/
czech republic-2017-2018,4,2017-08-20,16:00,Sigma Olomouc,FC Zbrojovka Brno,3,0,3,H,W,L,3,0,3,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-sigma-olomouc-fc-zbrojovka-brno/
czech republic-2017-2018,5,2017-08-25,17:00,FK Dukla Praha,Bohemians 1905,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-dukla-praha-bohemians-1905/
czech republic-2017-2018,5,2017-08-26,15:00,MFK Karvina,Slovan Liberec,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-mfk-karvina-slovan-liberec/
czech republic-2017-2018,5,2017-08-26,16:00,FC Zbrojovka Brno,Sparta Praha,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fc-zbrojovka-brno-sparta-praha/
czech republic-2017-2018,5,2017-08-26,18:00,1. FC Slovácko,Sigma Olomouc,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-1-fc-slovacko-sigma-olomouc/
czech republic-2017-2018,5,2017-08-27,15:00,FK Jablonec,FC FASTAV Zlín,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-jablonec-fc-fastav-zlin/
czech republic-2017-2018,5,2017-08-27,15:30,Slavia Praha,FK Mladá Boleslav,4,0,4,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-slavia-praha-fk-mlada-boleslav/
czech republic-2017-2018,5,2017-08-27,16:00,FK Teplice,Vysočina Jihlava,3,1,4,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-teplice-vysocina-jihlava/
czech republic-2017-2018,5,2017-08-27,17:30,Viktoria Plzeň,Baník Ostrava,3,0,3,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-viktoria-plzen-banik-ostrava/
czech republic-2017-2018,6,2017-09-09,15:00,Slovan Liberec,Viktoria Plzeň,0,3,3,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-slovan-liberec-viktoria-plzen/
czech republic-2017-2018,6,2017-09-09,16:00,Bohemians 1905,1. FC Slovácko,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-bohemians-1905-1-fc-slovacko/
czech republic-2017-2018,6,2017-09-09,16:00,Baník Ostrava,FK Jablonec,2,2,4,D,D,D,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-banik-ostrava-fk-jablonec/
czech republic-2017-2018,6,2017-09-09,16:00,FC FASTAV Zlín,FK Teplice,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fc-fastav-zlin-fk-teplice/
czech republic-2017-2018,6,2017-09-09,17:00,Sigma Olomouc,Slavia Praha,1,1,2,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-sigma-olomouc-slavia-praha/
czech republic-2017-2018,6,2017-09-10,14:00,FK Mladá Boleslav,FC Zbrojovka Brno,3,0,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-mlada-boleslav-fc-zbrojovka-brno/
czech republic-2017-2018,6,2017-09-10,17:00,Vysočina Jihlava,FK Dukla Praha,3,2,5,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-vysocina-jihlava-fk-dukla-praha/
czech republic-2017-2018,6,2017-09-10,17:00,Sparta Praha,MFK Karvina,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-sparta-praha-mfk-karvina/
czech republic-2017-2018,7,2017-09-15,17:00,FK Dukla Praha,Baník Ostrava,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-dukla-praha-banik-ostrava/
czech republic-2017-2018,7,2017-09-15,17:00,FK Teplice,Bohemians 1905,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-teplice-bohemians-1905/
czech republic-2017-2018,7,2017-09-16,16:00,FC Zbrojovka Brno,Slovan Liberec,1,2,3,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fc-zbrojovka-brno-slovan-liberec/
czech republic-2017-2018,7,2017-09-16,16:00,MFK Karvina,Sigma Olomouc,3,5,8,A,L,W,1,2,3,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-mfk-karvina-sigma-olomouc/
czech republic-2017-2018,7,2017-09-16,18:00,1. FC Slovácko,FK Mladá Boleslav,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-1-fc-slovacko-fk-mlada-boleslav/
czech republic-2017-2018,7,2017-09-17,14:00,FK Jablonec,Vysočina Jihlava,5,0,5,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-jablonec-vysocina-jihlava/
czech republic-2017-2018,7,2017-09-17,17:00,Slavia Praha,Sparta Praha,2,0,2,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-slavia-praha-sparta-praha/
czech republic-2017-2018,7,2017-09-18,17:00,Viktoria Plzeň,FC FASTAV Zlín,2,1,3,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-viktoria-plzen-fc-fastav-zlin/
czech republic-2017-2018,8,2017-09-23,16:00,Bohemians 1905,FK Jablonec,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-bohemians-1905-fk-jablonec/
czech republic-2017-2018,8,2017-09-23,16:00,Sigma Olomouc,FK Dukla Praha,3,0,3,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-sigma-olomouc-fk-dukla-praha/
czech republic-2017-2018,8,2017-09-23,16:00,FC FASTAV Zlín,Slavia Praha,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fc-fastav-zlin-slavia-praha/
czech republic-2017-2018,8,2017-09-23,17:00,FK Mladá Boleslav,Viktoria Plzeň,0,2,2,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-mlada-boleslav-viktoria-plzen/
czech republic-2017-2018,8,2017-09-24,16:00,Vysočina Jihlava,Baník Ostrava,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-vysocina-jihlava-banik-ostrava/
czech republic-2017-2018,8,2017-09-24,16:00,MFK Karvina,FC Zbrojovka Brno,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-mfk-karvina-fc-zbrojovka-brno/
czech republic-2017-2018,8,2017-09-24,17:00,Sparta Praha,FK Teplice,3,0,3,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-sparta-praha-fk-teplice/
czech republic-2017-2018,8,2017-09-25,18:00,Slovan Liberec,1. FC Slovácko,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-slovan-liberec-1-fc-slovacko/
czech republic-2017-2018,9,2017-09-29,19:15,FK Teplice,Slovan Liberec,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-teplice-slovan-liberec/
czech republic-2017-2018,9,2017-09-30,16:00,1. FC Slovácko,MFK Karvina,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-1-fc-slovacko-mfk-karvina/
czech republic-2017-2018,9,2017-09-30,19:00,FK Dukla Praha,Sparta Praha,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-dukla-praha-sparta-praha/
czech republic-2017-2018,9,2017-10-01,14:00,Viktoria Plzeň,Bohemians 1905,2,1,3,H,W,L,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-viktoria-plzen-bohemians-1905/
czech republic-2017-2018,9,2017-10-01,16:00,FK Jablonec,FK Mladá Boleslav,3,1,4,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-jablonec-fk-mlada-boleslav/
czech republic-2017-2018,9,2017-10-01,16:00,Vysočina Jihlava,Sigma Olomouc,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-vysocina-jihlava-sigma-olomouc/
czech republic-2017-2018,9,2017-10-01,16:00,Baník Ostrava,FC FASTAV Zlín,2,2,4,D,D,D,1,2,3,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-banik-ostrava-fc-fastav-zlin/
czech republic-2017-2018,9,2017-10-01,17:00,Slavia Praha,FC Zbrojovka Brno,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-slavia-praha-fc-zbrojovka-brno/
czech republic-2017-2018,10,2017-10-13,19:15,Bohemians 1905,Baník Ostrava,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-bohemians-1905-banik-ostrava/
czech republic-2017-2018,10,2017-10-14,16:00,FC Zbrojovka Brno,1. FC Slovácko,2,1,3,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fc-zbrojovka-brno-1-fc-slovacko/
czech republic-2017-2018,10,2017-10-14,16:00,Slovan Liberec,FK Dukla Praha,3,0,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-slovan-liberec-fk-dukla-praha/
czech republic-2017-2018,10,2017-10-14,16:00,FK Mladá Boleslav,FK Teplice,2,2,4,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-mlada-boleslav-fk-teplice/
czech republic-2017-2018,10,2017-10-14,16:00,Sigma Olomouc,FK Jablonec,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-sigma-olomouc-fk-jablonec/
czech republic-2017-2018,10,2017-10-14,16:00,FC FASTAV Zlín,Vysočina Jihlava,2,1,3,H,W,L,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fc-fastav-zlin-vysocina-jihlava/
czech republic-2017-2018,10,2017-10-14,19:00,MFK Karvina,Slavia Praha,0,2,2,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-mfk-karvina-slavia-praha/
czech republic-2017-2018,10,2017-10-15,17:00,Sparta Praha,Viktoria Plzeň,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-sparta-praha-viktoria-plzen/
czech republic-2017-2018,11,2017-10-19,17:00,FK Dukla Praha,1. FC Slovácko,1,1,2,D,D,D,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-dukla-praha-1-fc-slovacko/
czech republic-2017-2018,11,2017-10-20,17:00,Vysočina Jihlava,Bohemians 1905,2,4,6,A,L,W,0,3,3,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-vysocina-jihlava-bohemians-1905/
czech republic-2017-2018,11,2017-10-20,19:15,Baník Ostrava,Sigma Olomouc,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-banik-ostrava-sigma-olomouc/
czech republic-2017-2018,11,2017-10-21,16:00,FK Teplice,MFK Karvina,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-teplice-mfk-karvina/
czech republic-2017-2018,11,2017-10-21,17:15,FK Jablonec,Sparta Praha,0,3,3,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-jablonec-sparta-praha/
czech republic-2017-2018,11,2017-10-22,16:00,Viktoria Plzeň,FC Zbrojovka Brno,3,0,3,H,W,L,3,0,3,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-viktoria-plzen-fc-zbrojovka-brno/
czech republic-2017-2018,11,2017-10-22,17:00,Slavia Praha,Slovan Liberec,1,2,3,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-slavia-praha-slovan-liberec/
czech republic-2017-2018,11,2017-10-22,17:00,FC FASTAV Zlín,FK Mladá Boleslav,1,5,6,A,L,W,1,3,4,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fc-fastav-zlin-fk-mlada-boleslav/
czech republic-2017-2018,12,2017-10-27,19:15,MFK Karvina,Viktoria Plzeň,1,3,4,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-mfk-karvina-viktoria-plzen/
czech republic-2017-2018,12,2017-10-28,16:00,Bohemians 1905,FC FASTAV Zlín,1,1,2,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-bohemians-1905-fc-fastav-zlin/
czech republic-2017-2018,12,2017-10-28,16:00,FC Zbrojovka Brno,FK Dukla Praha,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fc-zbrojovka-brno-fk-dukla-praha/
czech republic-2017-2018,12,2017-10-28,16:00,Slovan Liberec,FK Jablonec,4,1,5,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-slovan-liberec-fk-jablonec/
czech republic-2017-2018,12,2017-10-28,16:00,Sigma Olomouc,FK Teplice,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-sigma-olomouc-fk-teplice/
czech republic-2017-2018,12,2017-10-29,14:00,FK Mladá Boleslav,Vysočina Jihlava,2,1,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-mlada-boleslav-vysocina-jihlava/
czech republic-2017-2018,12,2017-10-29,14:45,1. FC Slovácko,Slavia Praha,0,3,3,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-1-fc-slovacko-slavia-praha/
czech republic-2017-2018,12,2017-10-29,17:00,Sparta Praha,Baník Ostrava,3,2,5,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-sparta-praha-banik-ostrava/
czech republic-2017-2018,13,2017-11-04,14:00,FK Dukla Praha,MFK Karvina,3,2,5,H,W,L,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-dukla-praha-mfk-karvina/
czech republic-2017-2018,13,2017-11-04,14:00,Vysočina Jihlava,Slovan Liberec,3,1,4,H,W,L,3,1,4,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-vysocina-jihlava-slovan-liberec/
czech republic-2017-2018,13,2017-11-04,14:00,Baník Ostrava,FK Mladá Boleslav,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-banik-ostrava-fk-mlada-boleslav/
czech republic-2017-2018,13,2017-11-04,14:00,FK Teplice,1. FC Slovácko,3,0,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-teplice-1-fc-slovacko/
czech republic-2017-2018,13,2017-11-04,17:00,Bohemians 1905,Sigma Olomouc,1,1,2,D,D,D,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-bohemians-1905-sigma-olomouc/
czech republic-2017-2018,13,2017-11-05,13:00,FK Jablonec,FC Zbrojovka Brno,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-jablonec-fc-zbrojovka-brno/
czech republic-2017-2018,13,2017-11-05,15:00,FC FASTAV Zlín,Sparta Praha,2,2,4,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fc-fastav-zlin-sparta-praha/
czech republic-2017-2018,13,2017-11-05,17:00,Viktoria Plzeň,Slavia Praha,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-viktoria-plzen-slavia-praha/
czech republic-2017-2018,14,2017-11-17,14:00,Sparta Praha,Vysočina Jihlava,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-sparta-praha-vysocina-jihlava/
czech republic-2017-2018,14,2017-11-18,15:00,FC Zbrojovka Brno,FK Teplice,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fc-zbrojovka-brno-fk-teplice/
czech republic-2017-2018,14,2017-11-18,15:00,Slovan Liberec,Baník Ostrava,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-slovan-liberec-banik-ostrava/
czech republic-2017-2018,14,2017-11-18,15:00,Sigma Olomouc,FC FASTAV Zlín,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-sigma-olomouc-fc-fastav-zlin/
czech republic-2017-2018,14,2017-11-18,17:00,Slavia Praha,FK Dukla Praha,5,0,5,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-slavia-praha-fk-dukla-praha/
czech republic-2017-2018,14,2017-11-18,19:00,1. FC Slovácko,Viktoria Plzeň,1,4,5,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-1-fc-slovacko-viktoria-plzen/
czech republic-2017-2018,14,2017-11-19,14:00,MFK Karvina,FK Jablonec,2,1,3,H,W,L,0,1,1,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-mfk-karvina-fk-jablonec/
czech republic-2017-2018,14,2017-11-19,14:00,FK Mladá Boleslav,Bohemians 1905,1,2,3,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-mlada-boleslav-bohemians-1905/
czech republic-2017-2018,15,2017-11-24,16:30,FK Dukla Praha,FK Mladá Boleslav,4,1,5,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-dukla-praha-fk-mlada-boleslav/
czech republic-2017-2018,15,2017-11-24,17:00,Vysočina Jihlava,FC Zbrojovka Brno,0,2,2,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-vysocina-jihlava-fc-zbrojovka-brno/
czech republic-2017-2018,15,2017-11-24,19:15,Bohemians 1905,Slovan Liberec,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-bohemians-1905-slovan-liberec/
czech republic-2017-2018,15,2017-11-25,17:30,Baník Ostrava,MFK Karvina,2,1,3,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-banik-ostrava-mfk-karvina/
czech republic-2017-2018,15,2017-11-26,14:00,FK Teplice,Viktoria Plzeň,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/1-fotbalova-liga-2017-2018-fk-teplice-viktoria-plzen/
